name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-19,0,Wolverhampton,0,0,0,5131,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-26,0,Aston Villa,0,0,0,3687,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-29,0,Brighton,0,0,0,3385,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-16,0,Everton,0,0,0,2851,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-11-28,0,Manchester United,0,0,0,2357,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-10-30,0,Newcastle United,0,0,0,1952,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-11-20,0,Leeds United,0,0,0,2369,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-11,0,Leicester City,0,0,0,2858,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-11-06,0,Burnley,0,0,0,2145,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-04,0,West Ham,0,0,0,2696,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-12-01,0,Watford,0,0,0,2395,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-01-23,0,Tottenham,0,0,0,3669,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-01-02,0,Liverpool,0,0,0,3422,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-03-13,0,Newcastle United,0,0,0,3753,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-02-19,0,Crystal Palace,0,0,0,3738,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-03-05,0,Burnley,0,0,0,3641,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-03-10,0,Norwich,0,0,0,3641,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-01-15,0,Manchester City,0,0,0,4000,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-01-18,0,Brighton,0,0,0,4000,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-04-09,0,Southampton,0,0,0,3835,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-04-02,0,Brentford,0,0,0,3770,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-09-19,0,Tottenham,0,0,0,0,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-09-25,0,Manchester City,0,0,0,638,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-10-02,0,Southampton,0,0,0,924,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-10-16,0,Brentford,0,0,0,1516,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-05-22,0,Watford,0,0,0,3934,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-05-01,0,Everton,0,0,0,3803,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2021-10-23,0,Norwich,0,0,0,1683,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-04-24,0,West Ham,0,0,0,3772,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-04-28,0,Manchester United,0,0,0,3772,0,False
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-04-20,0,Arsenal,0,0,0,3779,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-05-07,0,Wolverhampton,0,0,0,3948,0,True
Marcus Bettinelli,GK,Chelsea,0,0,0,2022-05-11,0,Leicester City,0,0,0,3948,0,False
Marcus Bettinelli,GKP,Chelsea,0,0,0,2022-05-19,0,Leeds United,0,0,0,3922,0,True
