name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kalvin Phillips,Man City,West Ham,2022-08-07,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.42,1.0,0.0,1.0,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Bournemouth,,1.46
Kalvin Phillips,Man City,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.4,0.5,0.0,0.5,0.0,1.0,0.77,1.17,0.02,0.0,Man City,False,Newcastle United,,-0.34
Kalvin Phillips,Man City,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.25,0.33,0.0,0.33,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Crystal Palace,,0.81
Kalvin Phillips,Man City,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.23,0.25,0.0,0.25,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Nottingham Forest,,
Kalvin Phillips,Man City,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,0.77,1.17,0.02,0.0,Man City,False,Aston Villa,,0.59
Kalvin Phillips,Man City,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.17,0.0,0.0,0.17,0.0,1.0,0.77,1.17,0.02,0.0,Man City,False,Wolverhampton,,-0.46
Kalvin Phillips,Man City,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.16,0.0,0.0,0.14,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Manchester United,,0.38
Kalvin Phillips,Man City,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.15,0.0,0.0,0.12,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Southampton,,-0.38
Kalvin Phillips,Man City,Southampton,,True,0,,,,,0,,,0.0,0,0,0.14,0.0,0.0,0.11,0.0,1.0,0.77,1.17,0.02,0.0,Man City,False,Liverpool,,-1.33
Kalvin Phillips,Man City,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.13,0.0,0.0,0.1,0.0,1.0,0.77,1.17,0.02,0.0,Man City,True,Brighton,,-0.71
