name,team,opponent_team,date,was_home,minutes,xG,total_points,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Oliver Hammond,Nott'm Forest,Newcastle United,2022-08-06,False,0,1.1,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,West Ham,,0.63
Oliver Hammond,Nott'm Forest,West Ham,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Everton,,-0.63
Oliver Hammond,Nott'm Forest,Everton,2022-08-20,False,0,0.69,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Tottenham,,1.07
Oliver Hammond,Nott'm Forest,Tottenham,2022-08-28,True,0,1.13,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Manchester City,,-1.26
Oliver Hammond,Nott'm Forest,Manchester City,2022-08-31,False,0,1.53,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Bournemouth,,1.46
Oliver Hammond,Nott'm Forest,Bournemouth,2022-09-03,True,0,1.1,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Fulham,,-0.3
Oliver Hammond,Nott'm Forest,Fulham,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Leeds United,,-0.8
Oliver Hammond,Nott'm Forest,Leeds United,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Aston Villa,,0.55
Oliver Hammond,Nott'm Forest,Aston Villa,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Wolverhampton,,-0.46
Oliver Hammond,Nott'm Forest,Wolverhampton,2022-10-15,False,0,1.22,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Brighton,,-0.39
Oliver Hammond,Nott'm Forest,Brighton,2022-10-18,False,0,0.86,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Liverpool,,-0.53
Oliver Hammond,Nott'm Forest,Liverpool,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Arsenal,,-0.0
Oliver Hammond,Nott'm Forest,Arsenal,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Brentford,,0.69
Oliver Hammond,Nott'm Forest,Brentford,2022-11-05,True,0,1.29,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Crystal Palace,,0.81
Oliver Hammond,Nott'm Forest,Crystal Palace,2022-11-12,True,0,0.51,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Manchester United,,-0.1
Oliver Hammond,Nott'm Forest,Manchester United,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Chelsea,,-0.25
Oliver Hammond,Nott'm Forest,Chelsea,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Southampton,,-1.07
Oliver Hammond,Nott'm Forest,Southampton,2023-01-04,False,0,0.83,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Leeds United,,-0.79
Oliver Hammond,Nott'm Forest,Leeds United,2023-01-14,True,0,0.81,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Bournemouth,,0.19
Oliver Hammond,Nott'm Forest,Bournemouth,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Leicester City,,0.83
Oliver Hammond,Nott'm Forest,Leicester City,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Fulham,,1.37
Oliver Hammond,Nott'm Forest,Fulham,2023-02-11,False,0,0.62,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Manchester City,,-1.17
Oliver Hammond,Nott'm Forest,Manchester City,2023-02-18,True,0,0.91,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,West Ham,,0.14
Oliver Hammond,Nott'm Forest,West Ham,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Everton,,0.34
Oliver Hammond,Nott'm Forest,Everton,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Tottenham,,-0.03
Oliver Hammond,Nott'm Forest,Tottenham,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Newcastle United,,0.73
Oliver Hammond,Nott'm Forest,Newcastle United,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Wolverhampton,,-0.48
Oliver Hammond,Nott'm Forest,Wolverhampton,2023-04-01,True,0,0.38,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Leicester City,,-0.05
Oliver Hammond,Nott'm Forest,Leicester City,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Aston Villa,,0.59
Oliver Hammond,Nott'm Forest,Aston Villa,2023-04-08,False,0,0.6,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Manchester United,,0.38
Oliver Hammond,Nott'm Forest,Manchester United,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Liverpool,,-1.33
Oliver Hammond,Nott'm Forest,Liverpool,2023-04-22,False,0,0.6,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Brighton,,-0.71
Oliver Hammond,Nott'm Forest,Brighton,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Brentford,,-0.55
Oliver Hammond,Nott'm Forest,Brentford,2023-04-29,False,0,0.6,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Southampton,,-0.38
Oliver Hammond,Nott'm Forest,Southampton,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Chelsea,,-0.72
Oliver Hammond,Nott'm Forest,Chelsea,2023-05-13,False,0,0.27,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,True,Arsenal,,0.36
Oliver Hammond,Nott'm Forest,Arsenal,2023-05-20,True,0,1.29,0,0.0,0,0,0.0,0,0.0,0.0,Nott'm Forest,False,Crystal Palace,,0.13
Oliver Hammond,Nott'm Forest,Crystal Palace,2023-05-28,False,0,0.39,0,0.0,0,0,0.0,0,0.0,,Fulham,False,Everton,,-0.63
