name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Leander Dendoncker,Wolves,Leicester City,2022-08-06,False,90,0.0,0.52,0.0,0.01,2,3.0,1.0,7.8,0,0,2.0,0.52,90.0,2.0,2.0,2.45,0.96,0.04,3.0,Wolves,True,Fulham,,-0.3
Leander Dendoncker,Wolves,Fulham,2022-08-13,True,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.4,0,0,2.5,0.26,90.0,2.0,2.0,2.45,0.96,0.04,1.0,Wolves,False,Tottenham,,-0.03
Leander Dendoncker,Wolves,Tottenham,2022-08-20,False,32,0.0,0.0,0.0,0.02,1,0.0,1.0,1.7,0,0,2.0,0.17,70.67,2.0,2.0,2.45,0.96,0.04,1.0,Wolves,True,Newcastle United,,0.73
Leander Dendoncker,Wolves,Newcastle United,2022-08-28,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1.75,0.13,53.25,2.0,2.0,2.45,0.96,0.04,0.0,Wolves,False,Bournemouth,,0.19
Leander Dendoncker,Wolves,Bournemouth,,False,0,,,,,0,,,0.0,0,0,1.4,0.1,42.6,2.0,2.0,2.45,0.96,0.04,0.0,Aston Villa,True,Manchester City,,-1.17
Leander Dendoncker,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0,0,1.0,0.0,35.5,2.0,2.0,2.45,0.96,0.04,1.0,Aston Villa,True,Southampton,,-0.38
Leander Dendoncker,Aston Villa,Southampton,2022-09-16,True,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0.6,0.0,33.71,2.0,2.0,2.45,0.96,0.04,0.0,Aston Villa,False,Leicester City,,-0.05
Leander Dendoncker,Aston Villa,Leicester City,,False,0,,,,,0,,,0.0,0,0,0.4,0.0,29.5,2.0,2.0,2.45,0.96,0.04,1.0,Aston Villa,False,Nottingham Forest,,
Leander Dendoncker,Aston Villa,Nottingham Forest,2022-10-10,False,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0.4,0.0,27.67,2.0,2.0,2.45,0.96,0.04,1.0,Aston Villa,True,Chelsea,,-0.25
Leander Dendoncker,Aston Villa,Chelsea,2022-10-16,True,12,0.0,0.0,0.0,0.01,1,0.0,1.0,1.3,0,0,0.6,0.0,26.1,2.0,2.0,2.45,0.96,0.04,1.0,Aston Villa,False,Fulham,,1.37
