name,team,opponent_team,date,was_home,minutes,xG,total_points,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Yago de Santiago Alonso,Spurs,Leicester City,2023-05-28,False,0,1.23,0,0.0,0,0,0,0.0,0,0.0,0.0,Spurs,False,Manchester City,,-1.26
