name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mateo Kovacic,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,True,Tottenham,,1.07
Mateo Kovacic,Chelsea,Tottenham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,False,Leicester City,,-0.05
Mateo Kovacic,Chelsea,Leicester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Leeds United,,-0.79
Mateo Kovacic,Chelsea,Leeds United,2022-08-27,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.25,0.0,3.75,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,False,Southampton,,-1.07
Mateo Kovacic,Chelsea,Southampton,2022-08-30,False,45,0.0,0.02,0.0,0.01,1,1.0,1.0,3.7,0,0,0.4,0.0,12.0,2.0,5.0,1.69,4.13,0.05,2.0,Chelsea,True,West Ham,,0.63
Mateo Kovacic,Chelsea,West Ham,2022-09-03,True,71,0.0,0.02,0.0,0.1,2,1.0,1.0,2.2,0,0,0.8,0.01,21.83,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,False,Crystal Palace,,0.13
Mateo Kovacic,Chelsea,Crystal Palace,2022-10-01,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,1.0,0.01,31.57,2.0,5.0,1.69,4.13,0.05,4.0,Chelsea,True,Wolverhampton,,-0.48
Mateo Kovacic,Chelsea,Wolverhampton,2022-10-08,True,24,0.0,0.0,1.0,0.14,4,0.0,1.0,3.4,0,0,1.8,0.21,30.62,2.0,5.0,1.69,4.13,0.05,3.0,Chelsea,False,Aston Villa,,0.59
Mateo Kovacic,Chelsea,Aston Villa,2022-10-16,False,64,0.0,0.03,0.0,0.0,3,1.0,0.0,1.1,0,0,2.2,0.21,34.33,2.0,5.0,1.69,4.13,0.05,3.0,Chelsea,False,Brentford,,-0.55
Mateo Kovacic,Chelsea,Brentford,2022-10-19,False,75,0.0,0.1,0.0,0.1,3,3.0,4.0,9.5,0,0,2.6,0.23,38.4,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Manchester United,,0.38
Mateo Kovacic,Chelsea,Manchester United,2022-10-22,True,54,0.0,0.0,0.0,0.02,1,0.0,1.0,2.7,0,0,2.4,0.23,39.82,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,False,Brighton,,-0.39
Mateo Kovacic,Chelsea,Brighton,2022-10-29,False,90,0.0,0.04,0.0,0.0,1,1.0,0.0,2.5,0,0,2.4,0.24,44.0,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Arsenal,,0.36
Mateo Kovacic,Chelsea,Arsenal,2022-11-06,True,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1.8,0.04,41.54,2.0,5.0,1.69,4.13,0.05,2.0,Chelsea,False,Newcastle United,,-0.34
Mateo Kovacic,Chelsea,Newcastle United,2022-11-12,False,90,0.0,0.04,0.0,0.0,2,1.0,0.0,2.4,0,1,1.6,0.04,45.0,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,True,Bournemouth,,1.46
Mateo Kovacic,Chelsea,Bournemouth,,True,0,,,,,0,,,0.0,0,0,1.0,0.02,42.0,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,False,Nottingham Forest,,
Mateo Kovacic,Chelsea,Nottingham Forest,2023-01-01,False,29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1.0,0.02,41.19,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Manchester City,,-1.17
Mateo Kovacic,Chelsea,Manchester City,2023-01-05,True,90,0.0,0.01,0.0,0.0,1,1.0,0.0,1.5,0,1,1.0,0.01,44.06,2.0,5.0,1.69,4.13,0.05,2.0,Chelsea,False,Fulham,,1.37
Mateo Kovacic,Chelsea,Fulham,2023-01-12,False,78,0.0,0.09,0.0,0.33,2,3.0,2.0,3.7,0,1,1.2,0.03,45.94,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Crystal Palace,,0.81
Mateo Kovacic,Chelsea,Crystal Palace,2023-01-15,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1.0,0.02,43.58,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,False,Liverpool,,-1.33
Mateo Kovacic,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0,1.0,0.02,41.4,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,True,Fulham,,-0.3
Mateo Kovacic,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,0.8,0.02,39.43,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,False,West Ham,,0.14
Mateo Kovacic,Chelsea,West Ham,,False,0,,,,,0,,,0.0,0,0,0.6,0.02,37.64,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Southampton,,-0.38
Mateo Kovacic,Chelsea,Southampton,2023-02-18,True,90,0.0,0.03,0.0,0.05,1,1.0,1.0,3.0,0,1,0.4,0.01,39.91,2.0,5.0,1.69,4.13,0.05,0.0,Chelsea,False,Tottenham,,-0.03
Mateo Kovacic,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.2,0.01,38.25,2.0,5.0,1.69,4.13,0.05,3.0,Chelsea,True,Leicester City,,0.83
Mateo Kovacic,Chelsea,Leicester City,2023-03-04,True,74,0.0,0.0,0.0,0.0,3,0.0,0.0,2.3,0,1,0.8,0.01,39.68,2.0,5.0,1.69,4.13,0.05,9.0,Chelsea,False,Leeds United,,-0.8
Mateo Kovacic,Chelsea,Leeds United,2023-03-11,False,90,1.0,0.12,0.0,0.08,9,1.0,1.0,7.9,2,1,2.6,0.03,41.62,2.0,5.0,1.69,4.13,0.05,2.0,Chelsea,True,Everton,,0.34
Mateo Kovacic,Chelsea,Everton,2023-03-18,True,80,0.0,0.07,0.0,0.14,2,2.0,3.0,5.4,0,1,3.0,0.04,43.04,2.0,5.0,1.69,4.13,0.05,1.0,Chelsea,True,Aston Villa,,0.55
