name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Fábio Ferreira Vieira,Arsenal,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,15311,0.0,0.0,0.0,0.0,Arsenal,True,Leeds United,,-0.79
Fábio Ferreira Vieira,Arsenal,Leeds United,,True,0,,,,,0,,,0.0,0,0,10655,0.0,0.0,0.0,0.0,Arsenal,False,Bournemouth,,0.19
Fábio Ferreira Vieira,Arsenal,Bournemouth,,False,0,,,,,0,,,0.0,0,0,8285,0.0,0.0,0.0,0.0,Arsenal,True,Fulham,,-0.3
Fábio Ferreira Vieira,Arsenal,Fulham,,True,0,,,,,0,,,0.0,0,0,8261,0.0,0.0,0.0,0.0,Arsenal,True,Aston Villa,,0.55
Fábio Ferreira Vieira,Arsenal,Aston Villa,,True,0,,,,,0,,,0.0,0,0,8394,0.0,0.0,0.0,1.0,Arsenal,False,Manchester United,,-0.1
Fábio Ferreira Vieira,Arsenal,Manchester United,2022-09-04,False,16,0.0,0.09,0.0,0.0,1,2.0,0.0,1.6,0,0,8672,0.2,0.02,2.67,10.0,Arsenal,False,Brentford,,-0.55
Fábio Ferreira Vieira,Arsenal,Brentford,2022-09-18,False,90,1.0,0.02,0.0,0.1,10,1.0,1.0,6.0,2,0,9940,2.2,0.02,15.14,1.0,Arsenal,True,Tottenham,,1.07
Fábio Ferreira Vieira,Arsenal,Tottenham,2022-10-01,True,10,0.0,0.08,0.0,0.02,1,1.0,1.0,3.9,0,0,18275,2.4,0.04,14.5,1.0,Arsenal,True,Liverpool,,-0.53
Fábio Ferreira Vieira,Arsenal,Liverpool,2022-10-09,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,17846,2.6,0.04,13.0,1.0,Arsenal,False,Leicester City,,-0.05
Fábio Ferreira Vieira,Arsenal,Leicester City,2022-10-16,False,17,0.0,0.0,0.0,0.04,1,0.0,1.0,1.6,0,0,17124,2.8,0.04,13.4,1.0,Arsenal,False,Southampton,,-1.07
Fábio Ferreira Vieira,Arsenal,Southampton,2022-10-23,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,16219,2.8,0.02,12.82,1.0,Arsenal,True,Nottingham Forest,,
Fábio Ferreira Vieira,Arsenal,Nottingham Forest,2022-10-30,True,27,0.0,0.13,0.0,0.0,1,1.0,0.0,2.3,0,0,15579,1.0,0.04,14.0,0.0,Arsenal,False,Chelsea,,-0.72
Fábio Ferreira Vieira,Arsenal,Chelsea,,False,0,,,,,0,,,0.0,0,0,15027,0.8,0.03,12.92,6.0,Arsenal,False,Wolverhampton,,-0.46
Fábio Ferreira Vieira,Arsenal,Wolverhampton,2022-11-12,False,75,0.0,0.06,1.0,0.85,6,2.0,1.0,4.2,0,0,14701,1.8,0.24,17.36,1.0,Arsenal,True,West Ham,,0.63
Fábio Ferreira Vieira,Arsenal,West Ham,2022-12-26,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,15648,1.8,0.24,16.33,0.0,Arsenal,False,Brighton,,-0.39
Fábio Ferreira Vieira,Arsenal,Brighton,,False,0,,,,,0,,,0.0,0,0,15337,1.6,0.24,15.31,0.0,Arsenal,True,Newcastle United,,0.73
Fábio Ferreira Vieira,Arsenal,Newcastle United,,True,0,,,,,0,,,0.0,0,0,15048,1.4,0.21,14.41,1.0,Arsenal,False,Tottenham,,-0.03
Fábio Ferreira Vieira,Arsenal,Tottenham,2023-01-15,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,14879,1.6,0.21,13.67,0.0,Arsenal,True,Manchester United,,0.38
Fábio Ferreira Vieira,Arsenal,Manchester United,,True,0,,,,,0,,,0.0,0,0,14869,0.4,0.0,12.95,1.0,Arsenal,False,Everton,,-0.63
Fábio Ferreira Vieira,Arsenal,Everton,2023-02-04,False,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,14706,0.4,0.0,12.95,1.0,Arsenal,True,Brentford,,0.69
Fábio Ferreira Vieira,Arsenal,Brentford,2023-02-11,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,14731,0.6,0.0,12.76,1.0,Arsenal,True,Manchester City,,-1.17
Fábio Ferreira Vieira,Arsenal,Manchester City,2023-02-15,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,14731,0.8,0.0,12.5,4.0,Arsenal,False,Aston Villa,,0.59
Fábio Ferreira Vieira,Arsenal,Aston Villa,2023-02-18,False,11,0.0,0.0,1.0,0.63,4,0.0,1.0,3.1,0,0,14857,1.4,0.2,12.43,0.0,Arsenal,False,Leeds United,,-0.8
Fábio Ferreira Vieira,Arsenal,Leeds United,,False,0,,,,,0,,,0.0,0,0,15120,1.4,0.2,11.92,1.0,Arsenal,True,Everton,,0.34
