name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ben Knight,Man City,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0,Man City,True,Nottingham Forest,,
Ben Knight,Man City,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,116,0.0,0.0,0.0,0.0,Man City,False,Aston Villa,,0.59
Ben Knight,Man City,Aston Villa,,False,0,,,,,0,,,0.0,0,0,238,0.0,0.0,0.0,0.0,Man City,False,Wolverhampton,,-0.46
Ben Knight,Man City,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,443,0.0,0.0,0.0,0.0,Man City,True,Manchester United,,0.38
Ben Knight,Man City,Manchester United,,True,0,,,,,0,,,0.0,0,0,536,0.0,0.0,0.0,0.0,Man City,True,Southampton,,-0.38
Ben Knight,Man City,Southampton,,True,0,,,,,0,,,0.0,0,0,594,0.0,0.0,0.0,0.0,Man City,False,Liverpool,,-1.33
Ben Knight,Man City,Liverpool,,False,0,,,,,0,,,0.0,0,0,629,0.0,0.0,0.0,0.0,Man City,True,Brighton,,-0.71
Ben Knight,Man City,Brighton,,True,0,,,,,0,,,0.0,0,0,671,0.0,0.0,0.0,0.0,Man City,False,Leeds United,,-0.8
Ben Knight,Man City,Leeds United,,False,0,,,,,0,,,0.0,0,0,692,0.0,0.0,0.0,0.0,Man City,True,Fulham,,-0.3
Ben Knight,Man City,Fulham,,True,0,,,,,0,,,0.0,0,0,709,0.0,0.0,0.0,0.0,Man City,True,Brentford,,0.69
Ben Knight,Man City,Brentford,,True,0,,,,,0,,,0.0,0,0,721,0.0,0.0,0.0,0.0,Man City,False,Leicester City,,-0.05
Ben Knight,Man City,Leicester City,,False,0,,,,,0,,,0.0,0,0,766,0.0,0.0,0.0,0.0,Man City,True,Everton,,0.34
Ben Knight,Man City,Everton,,True,0,,,,,0,,,0.0,0,0,777,0.0,0.0,0.0,0.0,Man City,False,Chelsea,,-0.72
Ben Knight,Man City,Chelsea,,False,0,,,,,0,,,0.0,0,0,790,0.0,0.0,0.0,0.0,Man City,False,Manchester United,,-0.1
Ben Knight,Man City,Manchester United,,False,0,,,,,0,,,0.0,0,0,821,0.0,0.0,0.0,0.0,Man City,True,Tottenham,,1.07
Ben Knight,Man City,Tottenham,,True,0,,,,,0,,,0.0,0,0,821,0.0,0.0,0.0,0.0,Man City,True,Wolverhampton,,-0.48
Ben Knight,Man City,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,818,0.0,0.0,0.0,0.0,Man City,False,Tottenham,,-0.03
Ben Knight,Man City,Tottenham,,False,0,,,,,0,,,0.0,0,0,841,0.0,0.0,0.0,0.0,Man City,True,Aston Villa,,0.55
Ben Knight,Man City,Aston Villa,,True,0,,,,,0,,,0.0,0,0,848,0.0,0.0,0.0,0.0,Man City,False,Arsenal,,-0.0
Ben Knight,Man City,Arsenal,,False,0,,,,,0,,,0.0,0,0,848,0.0,0.0,0.0,0.0,Man City,False,Nottingham Forest,,
Ben Knight,Man City,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,872,0.0,0.0,0.0,0.0,Man City,False,Bournemouth,,0.19
Ben Knight,Man City,Bournemouth,,False,0,,,,,0,,,0.0,0,0,914,0.0,0.0,0.0,0.0,Man City,True,Newcastle United,,0.73
Ben Knight,Man City,Newcastle United,,True,0,,,,,0,,,0.0,0,0,918,0.0,0.0,0.0,0.0,Man City,False,Crystal Palace,,0.13
Ben Knight,Man City,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,943,0.0,0.0,0.0,0.0,Man City,True,Liverpool,,-0.53
Ben Knight,Man City,Liverpool,,True,0,,,,,0,,,0.0,0,0,982,0.0,0.0,0.0,0.0,Man City,False,Southampton,,-1.07
Ben Knight,Man City,Southampton,,False,0,,,,,0,,,0.0,0,0,991,0.0,0.0,0.0,0.0,Man City,True,Leeds United,,-0.79
Ben Knight,Man City,Leeds United,,True,0,,,,,0,,,0.0,0,0,991,0.0,0.0,0.0,0.0,Man City,True,Arsenal,,0.36
Ben Knight,Man City,Arsenal,,True,0,,,,,0,,,0.0,0,0,998,0.0,0.0,0.0,0.0,Man City,False,Fulham,,1.37
Ben Knight,Man City,Fulham,,False,0,,,,,0,,,0.0,0,0,1005,0.0,0.0,0.0,0.0,Man City,True,West Ham,,0.63
Ben Knight,Man City,West Ham,,True,0,,,,,0,,,0.0,0,0,1005,0.0,0.0,0.0,0.0,Man City,True,Leicester City,,0.83
Ben Knight,Man City,Leicester City,,True,0,,,,,0,,,0.0,0,0,1029,0.0,0.0,0.0,0.0,Man City,False,Everton,,-0.63
Ben Knight,Man City,Everton,,False,0,,,,,0,,,0.0,0,0,1033,0.0,0.0,0.0,0.0,Man City,True,Chelsea,,-0.25
Ben Knight,Man City,Chelsea,,True,0,,,,,0,,,0.0,0,0,1040,0.0,0.0,0.0,0.0,Man City,False,Brighton,,-0.39
Ben Knight,Man City,Brighton,,False,0,,,,,0,,,0.0,0,0,1040,0.0,0.0,0.0,0.0,Man City,False,Brentford,,-0.55
Ben Knight,Man City,Brentford,,False,0,,,,,0,,,0.0,0,0,1056,0.0,0.0,0.0,,Everton,True,Fulham,,-0.3
