Opponent,Home Difficulty,Away Difficulty
Arsenal,1.2827516714220588,2.9050246432505475
Aston Villa,-1.2089598242640067,2.170615330871657
Bournemouth,,-1.2583558871651164
Brentford,,
Brighton,0.9761755094691352,
Burnley,-1.1275910209915398,
Chelsea,-1.7435266451354083,1.7984650984119397
Crystal Palace,,1.0431168588172037
Everton,3.8985009398524983,2.0715795475039287
Fulham,,1.306320153441101
Ipswich Town,,
Leeds United,-0.34991440592141254,-2.1850283279289227
Leicester City,-1.163337235457767,
Liverpool,,4.0892025819185225
Luton,,
Manchester City,,3.4440863050372315
Manchester United,1.1186110529177111,
Newcastle United,5.2112048465527225,-1.7315083908833204
Norwich,,0.6916351729246455
Nottingham Forest,2.5254965823268876,
Sheffield,,
Tottenham,0.15106565493089352,4.660204173660596
Watford,,-0.9908238441094368
West Ham,-0.03439318390600998,-2.950476655072361
Wolverhampton,3.3755165679332393,2.9607032124320556
