name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Harvey Barnes,Leicester,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,6.0,10.0,6.22,4.48,0.07,0.0
Harvey Barnes,Leicester,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Southampton,2022-08-20,True,75,0.0,0.08,0.0,0.0,2,2.0,0.0,2.8,0,0,0.67,0.03,25.0,6.0,10.0,6.22,4.48,0.07,7.0
Harvey Barnes,Leicester,Chelsea,2022-08-27,False,90,1.0,0.18,0.0,0.0,7,4.0,0.0,9.6,0,0,2.25,0.06,41.25,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Manchester United,2022-09-01,True,90,0.0,0.31,0.0,0.0,2,2.0,0.0,1.4,0,0,2.2,0.11,51.0,6.0,10.0,6.22,4.48,0.07,1.0
Harvey Barnes,Leicester,Brighton,2022-09-04,False,45,0.0,0.08,0.0,0.0,1,1.0,0.0,2.1,0,0,2.4,0.13,50.0,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Tottenham,2022-09-17,False,90,0.0,0.16,0.0,0.0,2,3.0,0.0,2.1,0,0,2.8,0.16,55.71,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,Nottingham Forest,2022-10-03,True,90,1.0,0.28,0.0,0.21,8,4.0,3.0,14.8,0,0,4.0,0.2,60.0,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Bournemouth,2022-10-08,False,90,0.0,0.09,0.0,0.0,2,2.0,0.0,5.7,0,0,3.0,0.19,63.33,6.0,10.0,6.22,4.48,0.07,3.0
Harvey Barnes,Leicester,Crystal Palace,2022-10-15,True,84,0.0,0.48,0.0,0.1,3,3.0,1.0,8.8,0,0,3.2,0.22,65.4,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,Leicester City,2022-10-20,True,84,1.0,0.38,0.0,0.0,8,1.0,0.0,5.8,0,0,4.6,0.28,67.09,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,Wolverhampton,2022-10-23,False,78,1.0,0.31,0.0,0.0,8,1.0,0.0,6.0,0,0,5.8,0.31,68.0,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Manchester City,2022-10-29,True,90,0.0,0.09,0.0,0.0,2,2.0,0.0,3.1,0,0,4.6,0.27,69.69,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,Everton,2022-11-05,False,90,1.0,0.57,0.0,0.12,8,5.0,1.0,11.5,0,0,5.8,0.36,71.14,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,West Ham,2022-11-12,False,90,1.0,0.51,0.0,0.06,8,2.0,1.0,7.0,0,1,6.8,0.37,72.4,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Newcastle United,2022-12-26,True,70,0.0,0.0,0.0,0.0,2,0.0,0.0,1.9,0,1,5.6,0.29,72.25,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Liverpool,2022-12-30,False,90,0.0,0.27,0.0,0.0,2,2.0,0.0,3.4,0,1,4.4,0.29,73.29,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Fulham,2023-01-03,True,90,0.0,0.32,0.0,0.0,2,2.0,0.0,4.1,0,1,4.4,0.33,74.22,6.0,10.0,6.22,4.48,0.07,2.0
Harvey Barnes,Leicester,Nottingham Forest,2023-01-14,False,90,0.0,0.72,0.0,0.08,2,4.0,2.0,6.2,0,1,3.2,0.36,75.05,6.0,10.0,6.22,4.48,0.07,7.0
Harvey Barnes,Leicester,Brighton,2023-01-21,True,90,1.0,0.79,0.0,0.0,7,3.0,0.0,8.2,0,1,3.0,0.42,75.8,6.0,10.0,6.22,4.48,0.07,8.0
Harvey Barnes,Leicester,Aston Villa,2023-02-04,False,90,0.0,0.13,1.0,0.5,8,1.0,2.0,6.8,0,1,4.2,0.65,76.48,6.0,10.0,6.22,4.48,0.07,6.0
Harvey Barnes,Leicester,Tottenham,2023-02-11,True,90,1.0,0.24,0.0,0.23,6,3.0,1.0,9.4,0,1,5.0,0.64,77.09,6.0,10.0,6.22,4.48,0.07,2.0
