name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Pierre-Emile Højbjerg,Spurs,Southampton,2022-08-06,True,90,0.0,0.0,0.0,0.17,2,0.0,2.0,4.7,0,0,2.0,0.0,90.0,2.0,2.0,2.64,2.54,0.03,10.0
Pierre-Emile Højbjerg,Spurs,Chelsea,2022-08-14,False,90,1.0,0.03,0.0,0.31,10,1.0,1.0,9.0,3,0,6.0,0.01,90.0,2.0,2.0,2.64,2.54,0.03,2.0
Pierre-Emile Højbjerg,Spurs,Wolverhampton,2022-08-20,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.6,0,0,4.67,0.02,90.0,2.0,2.0,2.64,2.54,0.03,3.0
Pierre-Emile Højbjerg,Spurs,Nottingham Forest,2022-08-28,False,90,0.0,0.09,0.0,0.21,3,1.0,3.0,6.8,0,0,4.25,0.04,90.0,2.0,2.0,2.64,2.54,0.03,2.0
Pierre-Emile Højbjerg,Spurs,West Ham,2022-08-31,False,90,0.0,0.02,0.0,0.01,2,1.0,1.0,3.7,0,0,3.8,0.03,90.0,2.0,2.0,2.64,2.54,0.03,9.0
Pierre-Emile Højbjerg,Spurs,Fulham,2022-09-03,True,90,1.0,0.13,0.0,0.0,9,1.0,0.0,6.6,2,0,5.2,0.06,90.0,2.0,2.0,2.64,2.54,0.03,5.0
Pierre-Emile Højbjerg,Spurs,Leeds United,2022-09-17,True,90,0.0,0.03,1.0,0.4,5,1.0,2.0,5.9,0,0,4.2,0.26,90.0,2.0,2.0,2.64,2.54,0.03,2.0
Pierre-Emile Højbjerg,Spurs,Arsenal,2022-10-01,False,74,0.0,0.06,0.0,0.0,2,2.0,0.0,2.1,0,0,4.2,0.26,88.0,2.0,2.0,2.64,2.54,0.03,3.0
Pierre-Emile Højbjerg,Spurs,Brighton,2022-10-08,False,90,0.0,0.0,0.0,0.05,3,0.0,1.0,4.1,0,0,4.2,0.25,88.22,2.0,2.0,2.64,2.54,0.03,9.0
Pierre-Emile Højbjerg,Spurs,Everton,2022-10-15,True,90,1.0,0.13,0.0,0.0,9,2.0,0.0,5.7,1,0,5.6,0.27,88.4,2.0,2.0,2.64,2.54,0.03,2.0
