name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Roméo Lavia,Southampton,Tottenham,2022-08-06,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.4,0,0,2.0,0.02,90.0,2.0
Roméo Lavia,Southampton,Leicester City,2022-08-13,True,90,0.0,0.0,0.0,0.02,2,0.0,1.0,2.1,0,0,2.0,0.01,90.0,1.0
Roméo Lavia,Southampton,Leeds United,2022-08-20,False,90,0.0,0.01,0.0,0.0,1,1.0,0.0,2.7,0,0,1.67,0.01,90.0,2.0
Roméo Lavia,Southampton,Manchester United,2022-08-27,True,90,0.0,0.02,0.0,0.01,2,1.0,1.0,2.8,0,0,1.75,0.01,90.0,6.0
Roméo Lavia,Southampton,Chelsea,2022-08-30,True,59,1.0,0.04,0.0,0.0,6,1.0,0.0,4.8,0,0,2.6,0.02,83.8,0.0
Roméo Lavia,Southampton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,2.2,0.01,69.83,0.0
Roméo Lavia,Southampton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,1.8,0.01,59.86,0.0
Roméo Lavia,Southampton,Everton,,True,0,,,,,0,,,0.0,0,0,1.6,0.01,52.38,0.0
Roméo Lavia,Southampton,Manchester City,,False,0,,,,,0,,,0.0,0,0,1.2,0.01,46.56,0.0
Roméo Lavia,Southampton,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,41.9,0.0
Roméo Lavia,Southampton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,38.09,0.0
Roméo Lavia,Southampton,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,34.92,0.0
Roméo Lavia,Southampton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,32.23,0.0
Roméo Lavia,Southampton,Newcastle United,2022-11-06,True,56,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9,0,0,0.0,0.0,33.93,2.0
Roméo Lavia,Southampton,Liverpool,2022-11-12,False,81,0.0,0.0,0.0,0.06,2,0.0,1.0,2.4,0,1,0.4,0.0,37.07,0.0
Roméo Lavia,Southampton,Brighton,,True,0,,,,,0,,,0.0,0,0,0.4,0.0,34.75,1.0
Roméo Lavia,Southampton,Fulham,2022-12-31,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.6,0.0,32.76,2.0
Roméo Lavia,Southampton,Nottingham Forest,2023-01-04,True,63,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,1,1.0,0.0,34.44,1.0
Roméo Lavia,Southampton,Everton,2023-01-14,False,60,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,1,1.2,0.0,35.79,3.0
Roméo Lavia,Southampton,Aston Villa,2023-01-21,True,60,0.0,0.01,0.0,0.01,3,1.0,1.0,3.0,0,1,1.4,0.0,37.0,1.0
Roméo Lavia,Southampton,Brentford,2023-02-04,False,64,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,1,1.6,0.0,38.29,2.0
Roméo Lavia,Southampton,Wolverhampton,2023-02-11,True,88,0.0,0.0,0.0,0.04,2,0.0,1.0,3.1,0,1,1.8,0.0,40.55,2.0
Roméo Lavia,Southampton,Chelsea,2023-02-18,False,86,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,1,1.8,0.0,42.52,1.0
Roméo Lavia,Southampton,Leicester City,2023-02-25,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,1,1.8,0.0,44.5,3.0
Roméo Lavia,Southampton,Leeds United,2023-03-04,True,90,0.0,0.0,0.0,0.1,3,0.0,2.0,4.7,0,1,1.8,0.0,46.32,3.0
Roméo Lavia,Southampton,Manchester United,2023-03-12,False,90,0.0,0.05,0.0,0.02,3,2.0,1.0,2.8,0,1,2.2,0.01,48.0,1.0
Roméo Lavia,Southampton,Brentford,2023-03-15,True,32,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,2.0,0.01,47.41,2.0
Roméo Lavia,Southampton,Tottenham,2023-03-18,True,90,0.0,0.0,0.0,0.04,2,0.0,2.0,4.4,0,1,2.0,0.01,48.93,2.0
Roméo Lavia,Southampton,West Ham,2023-04-02,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,3.3,0,1,2.2,0.01,50.34,2.0
Roméo Lavia,Southampton,Manchester City,2023-04-08,True,79,0.0,0.0,0.0,0.04,2,0.0,1.0,2.1,0,1,2.0,0.01,51.3,1.0
Roméo Lavia,Southampton,Crystal Palace,2023-04-15,True,90,0.0,0.01,0.0,0.0,1,1.0,0.0,1.8,0,1,1.6,0.01,52.55,2.0
Roméo Lavia,Southampton,Arsenal,2023-04-21,False,85,0.0,0.0,0.0,0.0,2,0.0,0.0,1.9,0,1,1.8,0.01,53.56,2.0
Roméo Lavia,Southampton,Bournemouth,2023-04-27,True,90,0.0,0.04,0.0,0.13,2,1.0,3.0,0.0,0,1,1.8,0.01,54.67,1.0
Roméo Lavia,Southampton,Newcastle United,2023-04-30,False,90,0.0,0.0,0.0,0.02,1,0.0,1.0,2.7,0,1,1.6,0.01,55.71,5.0
Roméo Lavia,Southampton,Nottingham Forest,2023-05-08,False,90,0.0,0.02,0.0,0.03,5,1.0,1.0,3.1,0,1,2.2,0.01,56.69,1.0
Roméo Lavia,Southampton,Fulham,2023-05-13,True,90,0.0,0.03,0.0,0.0,1,1.0,0.0,1.0,0,1,2.2,0.02,57.61,2.0
Roméo Lavia,Southampton,Brighton,2023-05-21,False,83,0.0,0.0,0.0,0.0,2,0.0,0.0,2.1,0,1,2.2,0.02,58.3,2.0
Roméo Lavia,Southampton,Liverpool,2023-05-28,True,62,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,1,2.2,0.01,58.39,0.0
