name,team,opponent_team,date,was_home,minutes,xG,total_points,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Stanley Mills,Everton,Chelsea,2022-08-06,True,0,0.49,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Aston Villa,2.84,0.59
Stanley Mills,Everton,Aston Villa,2022-08-13,False,0,2.67,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Nottingham Forest,,
Stanley Mills,Everton,Nottingham Forest,2022-08-20,True,0,0.8,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Brentford,2.96,-0.55
Stanley Mills,Everton,Brentford,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Leicester City,-2.26,-0.05
Stanley Mills,Everton,Leicester City,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Liverpool,2.54,-0.53
Stanley Mills,Everton,Liverpool,2022-09-03,True,0,0.28,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,West Ham,1.95,0.63
Stanley Mills,Everton,West Ham,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Southampton,4.15,-1.07
Stanley Mills,Everton,Southampton,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Manchester United,-3.63,0.38
Stanley Mills,Everton,Manchester United,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Tottenham,5.72,-0.03
Stanley Mills,Everton,Tottenham,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Newcastle United,2.79,-0.34
Stanley Mills,Everton,Newcastle United,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Crystal Palace,-2.12,0.81
Stanley Mills,Everton,Crystal Palace,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Fulham,,1.37
Stanley Mills,Everton,Fulham,2022-10-29,False,0,0.27,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Leeds United,-2.66,-0.79
Stanley Mills,Everton,Leeds United,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Bournemouth,,0.19
Stanley Mills,Everton,Bournemouth,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Wolverhampton,1.74,-0.48
Stanley Mills,Everton,Wolverhampton,2022-12-26,True,0,1.69,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Manchester City,1.57,-1.26
Stanley Mills,Everton,Manchester City,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Brighton,-1.26,-0.71
Stanley Mills,Everton,Brighton,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Southampton,-6.12,-0.38
Stanley Mills,Everton,Southampton,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,West Ham,2.96,0.14
Stanley Mills,Everton,West Ham,2023-01-21,False,0,1.16,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Arsenal,-2.74,0.36
Stanley Mills,Everton,Arsenal,2023-02-04,True,0,1.5,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Liverpool,,-1.33
Stanley Mills,Everton,Liverpool,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Leicester City,,0.83
Stanley Mills,Everton,Leicester City,2023-02-18,True,0,0.34,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Aston Villa,,0.55
Stanley Mills,Everton,Aston Villa,2023-02-25,True,0,2.06,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Arsenal,,-0.0
Stanley Mills,Everton,Arsenal,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Nottingham Forest,,
Stanley Mills,Everton,Nottingham Forest,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Brentford,,0.69
Stanley Mills,Everton,Brentford,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Chelsea,-1.5,-0.72
Stanley Mills,Everton,Chelsea,2023-03-18,False,0,3.45,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Tottenham,1.66,1.07
Stanley Mills,Everton,Tottenham,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Manchester United,-2.79,-0.1
Stanley Mills,Everton,Manchester United,2023-04-08,False,0,1.43,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Fulham,,-0.3
Stanley Mills,Everton,Fulham,2023-04-15,True,0,1.92,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Crystal Palace,1.58,0.13
Stanley Mills,Everton,Crystal Palace,2023-04-22,False,0,1.67,0,0.0,0,0,0.0,0,0.0,0.0,Everton,True,Newcastle United,,0.73
Stanley Mills,Everton,Newcastle United,,True,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Leeds United,,-0.8
Stanley Mills,Everton,Leeds United,,False,0,,0,0.0,0,0,0.0,0,0.0,0.0,Everton,False,Brighton,-5.19,-0.39
