name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Carlos Alcaraz,Southampton,Everton,2023-01-14,False,29,0.0,0.0,0.0,0.02,1,0.0,1.0,2.0,0,0,1.0,0.0,29.0,0.0
Carlos Alcaraz,Southampton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.5,0.0,14.5,1.0
Carlos Alcaraz,Southampton,Brentford,2023-02-04,False,25,0.0,0.01,0.0,0.0,1,1.0,0.0,0.6,0,0,0.67,0.0,18.0,10.0
Carlos Alcaraz,Southampton,Wolverhampton,2023-02-11,True,78,1.0,0.13,0.0,0.0,10,3.0,0.0,6.9,3,1,3.0,0.04,33.0,1.0
Carlos Alcaraz,Southampton,Chelsea,2023-02-18,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,2.6,0.03,27.0,0.0
Carlos Alcaraz,Southampton,Leicester City,,False,0,,,,,0,,,0.0,0,0,2.4,0.03,22.5,5.0
Carlos Alcaraz,Southampton,Leeds United,2023-03-04,True,49,1.0,0.28,0.0,0.0,5,4.0,0.0,7.0,0,1,3.4,0.09,26.29,1.0
Carlos Alcaraz,Southampton,Manchester United,2023-03-12,False,54,0.0,0.03,0.0,0.07,1,1.0,1.0,1.9,0,1,3.4,0.09,29.75,2.0
Carlos Alcaraz,Southampton,Brentford,2023-03-15,True,65,0.0,0.02,0.0,0.0,2,1.0,0.0,1.3,0,1,1.8,0.07,33.67,1.0
Carlos Alcaraz,Southampton,Tottenham,2023-03-18,True,20,0.0,0.02,0.0,0.0,1,1.0,0.0,1.1,0,0,1.8,0.07,32.3,1.0
Carlos Alcaraz,Southampton,West Ham,2023-04-02,False,36,0.0,0.02,0.0,0.0,1,1.0,0.0,1.2,0,0,2.0,0.07,32.64,2.0
Carlos Alcaraz,Southampton,Manchester City,2023-04-08,True,68,0.0,0.0,0.0,0.0,2,0.0,0.0,0.2,0,1,1.4,0.02,35.58,2.0
Carlos Alcaraz,Southampton,Crystal Palace,2023-04-15,True,79,0.0,0.16,0.0,0.0,2,4.0,0.0,4.2,0,1,1.6,0.04,38.92,9.0
Carlos Alcaraz,Southampton,Arsenal,2023-04-21,False,45,1.0,0.18,1.0,0.58,9,2.0,1.0,11.3,1,1,3.0,0.28,39.36,2.0
Carlos Alcaraz,Southampton,Bournemouth,2023-04-27,True,90,0.0,0.04,0.0,0.0,2,1.0,0.0,0.0,0,1,3.2,0.28,42.73,2.0
Carlos Alcaraz,Southampton,Newcastle United,2023-04-30,False,76,0.0,0.0,0.0,0.0,2,0.0,0.0,0.6,0,1,3.4,0.28,44.81,7.0
Carlos Alcaraz,Southampton,Nottingham Forest,2023-05-08,False,75,1.0,0.66,0.0,0.0,7,2.0,0.0,4.9,0,1,4.4,0.41,46.59,2.0
Carlos Alcaraz,Southampton,Fulham,2023-05-13,True,72,0.0,0.01,0.0,0.0,2,1.0,0.0,0.1,0,1,4.4,0.38,48.0,1.0
Carlos Alcaraz,Southampton,Brighton,2023-05-21,False,70,0.0,0.29,0.0,0.0,1,1.0,0.0,0.6,0,1,2.8,0.2,49.16,5.0
Carlos Alcaraz,Southampton,Liverpool,2023-05-28,True,90,0.0,0.05,1.0,0.15,5,1.0,2.0,0.0,0,1,3.4,0.4,51.2,
