name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Steven Bergwijn,Spurs,Southampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Leeds United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Leicester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Brentford,2022-12-26,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Leeds United,2023-02-11,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Wolverhampton,2023-03-04,False,0,0.0,0.27,0.0,0.0,0,4.0,0.0,0.0,0,0,0.0,0.05,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Nottingham Forest,2023-03-11,True,0,0.0,0.14,0.0,0.02,0,1.0,1.0,0.0,0,0,0.0,0.08,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Southampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.08,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.08,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Brighton,2023-04-08,True,0,0.0,0.05,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.09,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Bournemouth,2023-04-15,True,0,0.0,0.29,0.0,0.05,0,2.0,1.0,0.0,0,0,0.0,0.1,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.07,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.07,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.07,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.06,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,1.0,3.34,0.89,0.1,0.0
Steven Bergwijn,Spurs,Leicester City,2023-05-28,False,0,0.0,0.34,0.0,0.09,0,2.0,2.0,0.0,0,0,0.0,0.07,0.0,3.0,1.0,3.34,0.89,0.1,
