name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Marc Roca Junqué,Leeds,Wolverhampton,2022-08-06,True,72,0.0,0.03,0.0,0.01,2,1.0,1.0,4.1,0,0,2.0,0.03,72.0,2.0
Marc Roca Junqué,Leeds,Southampton,2022-08-13,False,88,0.0,0.0,0.0,0.07,2,0.0,1.0,2.8,0,0,2.0,0.01,80.0,3.0
Marc Roca Junqué,Leeds,Chelsea,2022-08-21,True,60,0.0,0.0,0.0,0.0,3,0.0,0.0,1.8,0,0,2.33,0.01,73.33,0.0
Marc Roca Junqué,Leeds,Brighton,2022-08-27,False,58,0.0,0.0,0.0,0.01,0,0.0,1.0,2.1,0,0,1.75,0.01,69.5,2.0
Marc Roca Junqué,Leeds,Everton,2022-08-30,True,90,0.0,0.0,0.0,0.05,2,0.0,2.0,5.1,0,0,1.8,0.01,73.6,8.0
Marc Roca Junqué,Leeds,Brentford,2022-09-03,False,85,1.0,0.5,0.0,0.02,8,5.0,1.0,13.6,1,0,3.0,0.1,75.5,0.0
Marc Roca Junqué,Leeds,Aston Villa,2022-10-02,True,57,0.0,0.0,0.0,0.03,0,0.0,1.0,2.3,0,0,2.6,0.1,72.86,2.0
Marc Roca Junqué,Leeds,Crystal Palace,2022-10-09,False,83,0.0,0.06,0.0,0.0,2,1.0,0.0,2.6,0,0,2.4,0.11,74.12,2.0
Marc Roca Junqué,Leeds,Arsenal,2022-10-16,True,83,0.0,0.02,0.0,0.03,2,1.0,1.0,4.2,0,0,2.8,0.12,75.11,1.0
Marc Roca Junqué,Leeds,Leeds United,2022-10-20,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,2.6,0.12,72.1,2.0
Marc Roca Junqué,Leeds,Fulham,2022-10-23,True,90,0.0,0.11,0.0,0.03,2,2.0,1.0,6.1,0,0,1.4,0.04,73.73,2.0
Marc Roca Junqué,Leeds,Liverpool,2022-10-29,False,90,0.0,0.02,0.0,0.01,2,1.0,1.0,4.2,0,0,1.8,0.04,75.08,1.0
Marc Roca Junqué,Leeds,Bournemouth,2022-11-05,True,53,0.0,0.05,0.0,0.0,1,1.0,0.0,2.6,0,0,1.6,0.04,73.38,4.0
Marc Roca Junqué,Leeds,Tottenham,2022-11-12,False,78,0.0,0.02,1.0,0.27,4,1.0,1.0,4.9,0,1,2.0,0.24,73.71,2.0
Marc Roca Junqué,Leeds,Manchester City,2022-12-28,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.8,0,1,2.2,0.24,74.8,0.0
Marc Roca Junqué,Leeds,Newcastle United,2022-12-31,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1.8,0.22,72.94,2.0
Marc Roca Junqué,Leeds,West Ham,2023-01-04,True,77,0.0,0.0,0.0,0.13,2,0.0,2.0,3.8,0,1,1.8,0.21,73.18,2.0
