name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Fábio Freitas Gouveia Carvalho,Liverpool,Fulham,2022-08-06,False,12,0.0,0.06,0.0,0.0,1,1.0,0.0,0.2,0,0,1.0,0.06,12.0,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,Crystal Palace,2022-08-15,True,11,0.0,0.08,0.0,0.0,1,1.0,0.0,0.4,0,0,1.0,0.07,11.5,4.0
Fábio Freitas Gouveia Carvalho,Liverpool,Manchester United,2022-08-22,False,17,0.0,0.18,0.0,0.0,4,2.0,0.0,4.5,0,0,2.0,0.11,13.33,6.0
Fábio Freitas Gouveia Carvalho,Liverpool,Bournemouth,2022-08-27,True,45,1.0,0.12,0.0,0.0,6,1.0,0.0,6.3,0,0,3.0,0.11,21.25,6.0
Fábio Freitas Gouveia Carvalho,Liverpool,Newcastle United,2022-08-31,True,19,1.0,0.21,0.0,0.0,6,2.0,0.0,7.8,0,0,3.6,0.13,20.8,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,Everton,2022-09-03,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,3.6,0.12,24.83,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,Brighton,2022-10-01,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,0,3.6,0.1,27.71,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Arsenal,,False,0,,,,,0,,,0.0,0,0,2.8,0.07,24.25,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,Manchester City,2022-10-16,True,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1.8,0.04,23.44,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,West Ham,2022-10-19,True,56,0.0,0.0,0.0,0.1,1,0.0,1.0,2.9,0,0,0.8,0.0,26.7,2.0
Fábio Freitas Gouveia Carvalho,Liverpool,Nottingham Forest,2022-10-22,False,61,0.0,0.51,0.0,0.0,2,4.0,0.0,4.9,0,0,1.0,0.1,29.82,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Leicester City,,True,0,,,,,0,,,0.0,0,0,0.8,0.1,27.33,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.8,0.1,25.23,1.0
Fábio Freitas Gouveia Carvalho,Liverpool,Southampton,2022-11-12,True,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.8,0.1,23.64,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.6,0.1,22.07,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Leeds United,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,20.69,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Brentford,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,19.47,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Brighton,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,18.39,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,17.42,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,16.55,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,15.76,0.0
Fábio Freitas Gouveia Carvalho,Liverpool,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,15.05,0.0
