name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Cole Palmer,Man City,West Ham,2022-08-07,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1.0,0.0,2.0,0.0,0.0,0.28,0.45,0.07,0.0
Cole Palmer,Man City,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.5,0.0,1.0,0.0,0.0,0.28,0.45,0.07,0.0
Cole Palmer,Man City,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.33,0.0,0.67,0.0,0.0,0.28,0.45,0.07,1.0
Cole Palmer,Man City,Crystal Palace,2022-08-27,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.5,0.0,0.75,0.0,0.0,0.28,0.45,0.07,1.0
Cole Palmer,Man City,Nottingham Forest,2022-08-31,True,35,0.0,0.0,0.0,0.0,1,0.0,0.0,1.9,0,0,0.6,0.0,7.6,0.0,0.0,0.28,0.45,0.07,0.0
Cole Palmer,Man City,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.4,0.0,6.33,0.0,0.0,0.28,0.45,0.07,1.0
Cole Palmer,Man City,Wolverhampton,2022-09-17,False,13,0.0,0.07,0.0,0.01,1,1.0,1.0,1.9,0,0,0.6,0.01,7.29,0.0,0.0,0.28,0.45,0.07,1.0
Cole Palmer,Man City,Manchester United,2022-10-02,True,15,0.0,0.0,0.0,0.08,1,0.0,1.0,2.3,0,0,0.8,0.01,8.25,0.0,0.0,0.28,0.45,0.07,1.0
Cole Palmer,Man City,Southampton,2022-10-08,True,20,0.0,0.06,0.0,0.0,1,1.0,0.0,2.6,0,0,0.8,0.03,9.56,0.0,0.0,0.28,0.45,0.07,0.0
Cole Palmer,Man City,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.6,0.03,8.6,0.0,0.0,0.28,0.45,0.07,1.0
