name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Manor Solomon,Fulham,Liverpool,2022-08-06,True,24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1.0,0.0,24.0,0.0
Manor Solomon,Fulham,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.5,0.0,12.0,0.0
Manor Solomon,Fulham,Brentford,,True,0,,,,,0,,,0.0,0,0,0.33,0.0,8.0,0.0
Manor Solomon,Fulham,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.25,0.0,6.0,0.0
Manor Solomon,Fulham,Brighton,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,4.8,0.0
Manor Solomon,Fulham,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,4.0,0.0
Manor Solomon,Fulham,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,3.43,0.0
Manor Solomon,Fulham,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,3.0,0.0
Manor Solomon,Fulham,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,2.67,0.0
Manor Solomon,Fulham,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,2.4,0.0
Manor Solomon,Fulham,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,2.18,0.0
Manor Solomon,Fulham,Leicester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,2.0,0.0
Manor Solomon,Fulham,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,1.85,0.0
Manor Solomon,Fulham,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,1.71,0.0
Manor Solomon,Fulham,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,1.6,0.0
Manor Solomon,Fulham,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,1.5,0.0
Manor Solomon,Fulham,Southampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,1.41,0.0
Manor Solomon,Fulham,Leeds United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,1.33,1.0
Manor Solomon,Fulham,Chelsea,2023-01-12,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.2,0.0,1.63,0.0
Manor Solomon,Fulham,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,1.55,1.0
Manor Solomon,Fulham,Tottenham,2023-01-23,True,10,0.0,0.04,0.0,0.0,1,1.0,0.0,1.1,0,0,0.4,0.01,1.95,1.0
Manor Solomon,Fulham,Chelsea,2023-02-03,False,15,0.0,0.0,0.0,0.01,1,0.0,1.0,1.7,0,0,0.6,0.01,2.55,6.0
Manor Solomon,Fulham,Nottingham Forest,2023-02-11,True,18,1.0,0.35,0.0,0.0,6,1.0,0.0,5.3,0,0,1.8,0.08,3.22,6.0
Manor Solomon,Fulham,Brighton,2023-02-18,False,8,1.0,0.05,0.0,0.0,6,1.0,0.0,5.3,0,0,2.8,0.09,3.42,7.0
Manor Solomon,Fulham,Wolverhampton,2023-02-24,True,45,1.0,0.03,0.0,0.01,7,1.0,1.0,6.3,1,0,4.2,0.09,5.08,7.0
Manor Solomon,Fulham,Brentford,2023-03-06,False,74,1.0,0.37,0.0,0.0,7,1.0,0.0,8.3,0,1,5.4,0.16,7.73,2.0
Manor Solomon,Fulham,Arsenal,2023-03-12,True,75,0.0,0.02,0.0,0.06,2,1.0,1.0,2.8,0,1,5.6,0.17,10.22,2.0
Manor Solomon,Fulham,Bournemouth,2023-04-01,False,90,0.0,0.03,0.0,0.17,2,1.0,2.0,5.4,0,1,4.8,0.1,13.07,1.0
Manor Solomon,Fulham,West Ham,2023-04-08,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,3.8,0.09,14.17,0.0
Manor Solomon,Fulham,Everton,,False,0,,,,,0,,,0.0,0,0,2.4,0.08,13.7,1.0
Manor Solomon,Fulham,Leicester City,2023-04-22,True,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1.2,0.01,13.39,2.0
Manor Solomon,Fulham,Aston Villa,2023-04-25,False,66,0.0,0.0,0.0,0.0,2,0.0,0.0,0.6,0,1,1.2,0.01,15.03,1.0
Manor Solomon,Fulham,Manchester City,2023-04-30,True,14,0.0,0.03,0.0,0.0,1,1.0,0.0,0.6,0,0,1.0,0.01,15.0,1.0
Manor Solomon,Fulham,Liverpool,2023-05-03,False,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1.0,0.01,14.88,1.0
Manor Solomon,Fulham,Leeds United,2023-05-08,True,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1.2,0.01,14.69,1.0
Manor Solomon,Fulham,Southampton,2023-05-13,False,12,0.0,0.06,0.0,0.0,1,1.0,0.0,1.2,0,0,1.2,0.02,14.61,1.0
Manor Solomon,Fulham,Crystal Palace,2023-05-20,True,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1.0,0.02,14.49,1.0
Manor Solomon,Fulham,Manchester United,2023-05-28,False,24,0.0,0.06,0.0,0.08,1,2.0,1.0,0.0,0,0,1.0,0.02,14.74,0.0
