name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Will Smallbone,Southampton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Leicester City,2022-08-13,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Leeds United,2022-08-20,False,0,1.0,0.08,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.03,0.0,0.0
Will Smallbone,Southampton,Manchester United,2022-08-27,True,0,0.0,0.0,1.0,0.84,0,0.0,1.0,0.0,0,0,0.0,0.27,0.0,0.0
Will Smallbone,Southampton,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.22,0.0,0.0
Will Smallbone,Southampton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.22,0.0,0.0
Will Smallbone,Southampton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.0,0.22,0.0,0.0
Will Smallbone,Southampton,Everton,2022-10-01,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.2,0.0,0.0
Will Smallbone,Southampton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,West Ham,2022-10-16,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Arsenal,2022-10-23,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Newcastle United,2022-11-06,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Liverpool,2022-11-12,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Brighton,2022-12-26,True,0,0.0,0.47,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.09,0.0,0.0
Will Smallbone,Southampton,Fulham,2022-12-31,False,0,0.0,0.08,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.11,0.0,0.0
Will Smallbone,Southampton,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.11,0.0,0.0
Will Smallbone,Southampton,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.11,0.0,0.0
Will Smallbone,Southampton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.11,0.0,0.0
Will Smallbone,Southampton,Brentford,2023-02-04,False,0,0.0,0.0,0.0,0.02,0,0.0,1.0,0.0,0,0,0.0,0.02,0.0,0.0
Will Smallbone,Southampton,Wolverhampton,2023-02-11,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Chelsea,2023-02-18,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Leicester City,2023-02-25,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Leeds United,2023-03-04,True,0,0.0,0.0,0.0,0.15,0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Manchester United,2023-03-12,False,0,0.0,0.02,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Will Smallbone,Southampton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,
