name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Rasmus Højlund,FWD,Man Utd,0,0.0,2023-08-19,0,Tottenham,79025,0,0,False
Rasmus Højlund,FWD,Man Utd,0,0.0,2023-08-26,0,Nottingham Forest,71469,0,0,True
Rasmus Højlund,FWD,Man Utd,0,0.0,2023-11-26,0,Everton,399818,0,0,False
Rasmus Højlund,FWD,Man Utd,0,0.0,2023-08-14,0,Wolverhampton,89075,0,0,True
Rasmus Højlund,FWD,Man Utd,0,0.0,2023-12-30,0,Nottingham Forest,335547,0,0,False
Rasmus Højlund,FWD,Man Utd,0,0.0,2024-02-24,0,Fulham,884111,0,0,True
Rasmus Højlund,FWD,Man Utd,0,3.2,2023-10-29,72,Manchester City,549648,1,2,True
Rasmus Højlund,FWD,Man Utd,0,0.3,2023-12-23,56,West Ham,309154,1,1,False
Rasmus Højlund,FWD,Man Utd,1,7.3,2023-12-26,88,Aston Villa,287363,1,7,True
Rasmus Højlund,FWD,Man Utd,0,5.6,2023-11-11,78,Luton,616865,1,2,True
Rasmus Højlund,FWD,Man Utd,0,1.9,2023-12-09,34,Bournemouth,338919,0,0,True
Rasmus Højlund,FWD,Man Utd,0,5.3,2023-12-06,83,Chelsea,330544,1,2,True
Rasmus Højlund,FWD,Man Utd,0,2.9,2023-11-04,78,Fulham,492396,1,2,False
Rasmus Højlund,FWD,Man Utd,0,0.0,2024-03-09,0,Everton,455976,0,0,True
Rasmus Højlund,FWD,Man Utd,0,4.3,2024-03-30,90,Brentford,528114,1,2,False
Rasmus Højlund,FWD,Man Utd,0,1.5,2023-12-02,29,Newcastle United,361765,0,1,False
Rasmus Højlund,FWD,Man Utd,2,6.6,2024-02-04,87,West Ham,493130,1,8,True
Rasmus Højlund,FWD,Man Utd,1,13.4,2024-02-01,85,Wolverhampton,393821,1,10,False
Rasmus Højlund,FWD,Man Utd,0,2.6,2023-12-17,90,Liverpool,298417,1,2,False
Rasmus Højlund,FWD,Man Utd,3,9.0,2024-01-14,90,Tottenham,324425,1,11,True
Rasmus Højlund,FWD,Man Utd,0,0.0,2024-03-03,0,Manchester City,602489,0,0,False
Rasmus Højlund,FWD,Man Utd,0,7.4,2024-02-11,90,Aston Villa,656308,1,6,False
Rasmus Højlund,FWD,Man Utd,3,17.4,2024-02-18,85,Luton,902186,1,13,False
Rasmus Højlund,FWD,Man Utd,0,6.9,2024-04-04,65,Chelsea,540571,1,2,False
Rasmus Højlund,FWD,Man Utd,0,3.2,2024-04-07,90,Liverpool,539602,1,2,True
Rasmus Højlund,FWD,Man Utd,0,1.8,2024-04-13,90,Bournemouth,568147,1,2,False
Rasmus Højlund,FWD,Man Utd,0,1.9,2024-04-27,64,Burnley,644268,1,2,True
Rasmus Højlund,FWD,Man Utd,1,10.5,2024-04-24,90,Sheffield,545140,1,7,True
Rasmus Højlund,FWD,Man Utd,0,1.3,2023-09-03,23,Arsenal,89630,0,1,False
Rasmus Højlund,FWD,Man Utd,0,0.6,2024-05-06,79,Crystal Palace,640671,1,2,False
Rasmus Højlund,FWD,Man Utd,0,3.4,2023-09-16,63,Brighton,252869,1,2,True
Rasmus Højlund,FWD,Man Utd,2,6.8,2024-05-19,30,Brighton,606152,0,7,False
Rasmus Højlund,FWD,Man Utd,0,1.5,2024-05-12,87,Arsenal,631298,1,2,True
Rasmus Højlund,FWD,Man Utd,1,5.1,2024-05-15,8,Newcastle United,631298,0,6,True
Rasmus Højlund,FWD,Man Utd,0,4.6,2023-09-30,90,Crystal Palace,512501,1,2,True
Rasmus Højlund,FWD,Man Utd,0,1.9,2023-09-23,90,Burnley,436967,1,2,False
Rasmus Højlund,FWD,Man Utd,0,4.0,2023-10-07,90,Brentford,638092,1,2,True
Rasmus Højlund,FWD,Man Utd,0,4.8,2023-10-21,62,Sheffield,727200,1,2,False
