name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Ederson Santana de Moraes,GK,Man City,0,1,0.29,0,2023-08-19,90,Newcastle United,0,0,1,1469985,1,6,True
Ederson Santana de Moraes,GK,Man City,2,1,0.93,0,2024-02-24,90,Bournemouth,0,0,4,1678001,1,9,False
Ederson Santana de Moraes,GK,Man City,0,0,0.73,1,2023-08-27,90,Sheffield,0,0,0,1771159,1,2,False
Ederson Santana de Moraes,GK,Man City,0,1,0.3,0,2023-08-11,90,Burnley,0,0,1,1174256,1,6,False
Ederson Santana de Moraes,GK,Man City,0,0,1.82,2,2023-12-16,90,Crystal Palace,0,0,0,1810790,1,0,True
Ederson Santana de Moraes,GK,Man City,0,0,0.77,1,2023-11-04,90,Bournemouth,0,0,0,1825036,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,2.96,4,2023-11-12,90,Chelsea,0,0,5,1763527,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,2.04,1,2023-12-06,90,Aston Villa,0,0,6,1716740,1,4,False
Ederson Santana de Moraes,GK,Man City,0,0,0.56,1,2023-11-25,90,Liverpool,0,0,2,1653203,1,2,True
Ederson Santana de Moraes,GK,Man City,0,1,1.03,0,2023-10-29,90,Manchester United,0,0,3,1805538,1,7,False
Ederson Santana de Moraes,GK,Man City,0,1,0.33,0,2023-12-30,90,Sheffield,0,0,2,1715985,1,6,True
Ederson Santana de Moraes,GK,Man City,0,0,0.33,1,2023-12-10,90,Luton,0,0,1,1807845,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,1.44,1,2024-01-31,90,Burnley,0,0,2,1621141,1,1,True
Ederson Santana de Moraes,GK,Man City,0,0,0.08,0,2024-01-13,7,Newcastle United,0,0,0,1687579,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,1.02,1,2024-02-05,90,Brentford,0,0,1,1602895,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,1.01,1,2023-12-27,90,Everton,0,0,1,1689592,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,0.49,3,2023-12-03,90,Tottenham,0,0,1,1681077,1,1,True
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-03-31,0,Arsenal,0,0,0,1563954,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,0.26,1,2024-03-03,90,Manchester United,0,0,0,1694721,1,2,True
Ederson Santana de Moraes,GK,Man City,1,1,0.32,0,2024-02-10,90,Everton,0,0,1,1600104,1,7,True
Ederson Santana de Moraes,GK,Man City,0,0,1.29,1,2024-03-10,55,Liverpool,0,0,1,1679916,1,0,False
Ederson Santana de Moraes,GK,Man City,2,0,1.58,1,2024-02-17,90,Chelsea,0,0,5,1646646,1,5,True
Ederson Santana de Moraes,GK,Man City,0,1,0.34,0,2024-02-20,90,Brentford,0,0,2,1646646,1,6,True
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-04-03,0,Aston Villa,0,0,0,1494493,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-04-06,0,Crystal Palace,0,0,0,1404143,0,0,False
Ederson Santana de Moraes,GK,Man City,0,0,1.45,1,2023-09-02,90,Fulham,0,0,3,2001750,1,3,True
Ederson Santana de Moraes,GK,Man City,0,0,0.49,1,2024-04-13,90,Luton,0,0,1,1418106,1,2,True
Ederson Santana de Moraes,GK,Man City,0,1,1.03,0,2023-09-23,90,Nottingham Forest,0,0,3,2084576,1,6,True
Ederson Santana de Moraes,GK,Man City,0,0,0.94,1,2023-09-16,90,West Ham,0,0,2,2068467,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,0.35,1,2024-05-04,90,Wolverhampton,0,0,0,1517633,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,0.41,1,2023-10-08,90,Arsenal,0,0,1,1957237,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2023-10-21,0,Brighton,0,0,0,1927616,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,1.27,0,2024-04-28,45,Nottingham Forest,0,0,1,1555372,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-05-19,0,West Ham,0,0,0,1422968,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,0.44,2,2023-09-30,90,Wolverhampton,0,0,0,2077448,1,1,False
Ederson Santana de Moraes,GK,Man City,0,1,0.49,0,2024-04-25,90,Brighton,0,0,3,1417709,1,7,False
Ederson Santana de Moraes,GK,Man City,0,1,0.12,0,2024-05-11,90,Fulham,0,0,1,1579516,1,6,False
Ederson Santana de Moraes,GK,Man City,0,1,0.52,0,2024-05-14,68,Tottenham,0,0,3,1579516,1,7,False
