name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Matz Sels,GK,Nott'm Forest,0,0,0.6,1,2024-03-16,90,Luton,0,0,3,1,2,False
Matz Sels,GK,Nott'm Forest,0,0,3.57,4,2024-02-24,90,Aston Villa,0,0,2,1,0,False
Matz Sels,GK,Nott'm Forest,0,0,0.48,3,2024-02-10,90,Newcastle United,0,0,2,1,1,True
Matz Sels,GK,Nott'm Forest,0,0,0.96,1,2024-02-04,90,Bournemouth,0,0,0,1,2,False
Matz Sels,GK,Nott'm Forest,0,0,1.19,1,2024-03-30,90,Crystal Palace,0,0,2,1,2,True
Matz Sels,GK,Nott'm Forest,0,0,2.07,1,2024-03-02,90,Liverpool,0,0,1,1,2,True
Matz Sels,GK,Nott'm Forest,0,0,0.46,1,2024-03-10,90,Brighton,0,0,3,1,3,False
Matz Sels,GK,Nott'm Forest,1,1,0.56,0,2024-02-17,90,West Ham,0,0,3,1,8,True
Matz Sels,GK,Nott'm Forest,0,0,1.48,1,2024-04-02,90,Fulham,0,0,2,1,2,True
Matz Sels,GK,Nott'm Forest,0,0,1.48,3,2024-04-07,90,Tottenham,0,0,5,1,2,False
Matz Sels,GK,Nott'm Forest,0,0,1.07,2,2024-04-13,90,Wolverhampton,0,0,1,1,1,True
Matz Sels,GK,Nott'm Forest,0,0,2.27,1,2024-05-04,90,Sheffield,0,0,4,1,3,False
Matz Sels,GK,Nott'm Forest,0,0,1.21,1,2024-05-19,90,Burnley,0,0,2,1,2,False
Matz Sels,GK,Nott'm Forest,0,0,0.84,2,2024-04-28,90,Manchester City,0,0,3,1,2,True
Matz Sels,GK,Nott'm Forest,0,0,0.45,2,2024-04-21,90,Everton,0,0,2,1,1,False
Matz Sels,GK,Nott'm Forest,0,0,1.81,3,2024-05-11,90,Chelsea,0,0,2,1,1,True
