name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-08-21,0,Crystal Palace,0,0,0,1045,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-02-24,0,Newcastle United,0,0,0,5585,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-08-12,0,Nottingham Forest,0,0,0,0,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-23,0,Liverpool,0,0,0,5283,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-08-26,0,Fulham,0,0,0,2167,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-10-28,0,Sheffield,0,0,0,4906,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-31,0,Fulham,0,0,0,5311,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-11-25,0,Brentford,0,0,0,5234,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-11-04,0,Newcastle United,0,0,0,5103,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-11-11,0,Burnley,0,0,0,5120,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-09,0,Aston Villa,0,0,0,5233,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-17,0,Brighton,0,0,0,5238,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-05,0,Luton,0,0,0,5195,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-28,0,West Ham,0,0,0,5276,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-12-02,0,Wolverhampton,0,0,0,5252,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-02-11,0,West Ham,0,0,0,5487,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-01-20,0,Crystal Palace,0,0,0,5294,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-01-30,0,Nottingham Forest,0,0,0,5396,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-02-04,0,Liverpool,0,0,0,5394,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-03-31,0,Manchester City,0,0,0,5628,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-03-04,0,Sheffield,0,0,0,5543,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-03-09,0,Brentford,0,0,0,5546,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-02-17,0,Burnley,0,0,0,5734,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-03,0,Luton,0,0,0,5625,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-06,0,Brighton,0,0,0,5611,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-14,0,Aston Villa,0,0,0,5637,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-09-03,0,Manchester United,0,0,0,3114,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-09-17,0,Everton,0,0,0,3949,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-09-24,0,Tottenham,0,0,0,4114,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-10-08,0,Manchester City,0,0,0,4674,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-28,0,Tottenham,0,0,0,5660,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-09-30,0,Bournemouth,0,0,0,4433,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2023-10-21,0,Chelsea,0,0,0,4801,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-05-04,0,Bournemouth,0,0,0,5660,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-05-19,0,Everton,0,0,0,5762,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-20,0,Wolverhampton,0,0,0,5656,0,0,False
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-04-23,0,Chelsea,0,0,0,5656,0,0,True
Karl Hein,GK,Arsenal,0,0,0.0,0,2024-05-12,0,Manchester United,0,0,0,5733,0,0,False
