name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Nélson Cabral Semedo,DEF,Wolves,0,0,2.27,4,1.3,2023-08-19,90,Brighton,0,1,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.46,1,4.7,2023-08-14,90,Manchester United,0,1,2,False
Nélson Cabral Semedo,DEF,Wolves,0,1,1.2,0,1.6,2023-08-26,90,Everton,0,1,5,False
Nélson Cabral Semedo,DEF,Wolves,0,1,0.58,0,1.8,2024-02-25,90,Sheffield,0,1,5,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.05,3,5.1,2023-12-17,79,West Ham,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.05,1,1.2,2023-12-24,90,Chelsea,0,1,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,2.84,3,2.6,2023-11-27,90,Fulham,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.17,2,3.0,2023-10-28,90,Newcastle United,0,1,1,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.06,2,2.2,2023-11-04,90,Sheffield,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0.46,1,2.5,2023-11-11,66,Tottenham,0,1,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0.79,1,1.3,2023-12-09,90,Nottingham Forest,0,1,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,2.11,1,0.4,2023-12-27,63,Brentford,0,1,2,False
Nélson Cabral Semedo,DEF,Wolves,0,1,0.83,0,3.5,2023-12-05,90,Burnley,0,1,6,True
Nélson Cabral Semedo,DEF,Wolves,0,1,1.25,0,1.3,2024-01-22,90,Brighton,0,1,6,False
Nélson Cabral Semedo,DEF,Wolves,0,1,0.4,0,4.5,2023-12-30,84,Everton,0,1,6,True
Nélson Cabral Semedo,DEF,Wolves,0,0,2.89,2,4.6,2023-12-02,90,Arsenal,0,1,4,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.74,4,3.6,2024-02-01,90,Manchester United,0,1,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.88,2,2.9,2024-02-04,90,Chelsea,0,1,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1.94,2,4.7,2024-02-10,82,Brentford,0,1,1,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0.97,2,3.8,2024-03-30,83,Aston Villa,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.19,3,5.0,2024-03-02,90,Newcastle United,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.7,1,1.3,2024-03-09,90,Fulham,0,1,4,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.71,1,5.9,2024-02-17,90,Tottenham,0,1,2,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0.98,1,3.4,2024-04-02,90,Burnley,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.13,3,3.4,2023-09-03,90,Crystal Palace,0,1,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,2.55,3,5.4,2023-09-16,90,Liverpool,0,1,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.13,2,7.5,2024-04-06,90,West Ham,0,1,1,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.78,1,1.2,2023-09-23,83,Luton,0,1,2,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1.65,1,2.9,2023-10-08,90,Aston Villa,0,1,1,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0.0,0,0.0,2023-10-21,0,Bournemouth,0,0,0,False
Nélson Cabral Semedo,DEF,Wolves,0,0,1.88,2,1.9,2024-04-13,87,Nottingham Forest,0,1,1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,3.57,5,1.0,2024-05-04,90,Manchester City,0,1,-1,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0.87,1,2.5,2023-09-30,90,Manchester City,0,1,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,9.84,2,0.0,2024-05-19,27,Liverpool,0,1,-3,False
Nélson Cabral Semedo,DEF,Wolves,0,0,0.59,1,4.4,2024-04-27,90,Luton,0,1,2,True
Nélson Cabral Semedo,DEF,Wolves,0,0,0.0,0,0.0,2024-04-20,0,Arsenal,0,0,0,True
Nélson Cabral Semedo,DEF,Wolves,0,0,1.88,1,1.6,2024-04-24,90,Bournemouth,0,1,1,True
Nélson Cabral Semedo,DEF,Wolves,0,0,2.7,3,3.2,2024-05-11,90,Crystal Palace,0,1,1,True
