name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Timo Werner,FWD,Spurs,0,5.1,2024-03-16,24,Fulham,214371,0,1,False
Timo Werner,FWD,Spurs,0,5.7,2024-01-14,79,Manchester United,50305,1,5,False
Timo Werner,FWD,Spurs,0,9.7,2024-01-31,90,Brentford,94278,1,5,True
Timo Werner,FWD,Spurs,0,3.1,2024-02-10,61,Brighton,85332,1,2,True
Timo Werner,FWD,Spurs,0,2.4,2024-02-03,85,Everton,111744,1,2,False
Timo Werner,FWD,Spurs,0,8.3,2024-03-30,90,Luton,126533,1,2,True
Timo Werner,FWD,Spurs,3,14.0,2024-03-02,81,Crystal Palace,61339,1,9,True
Timo Werner,FWD,Spurs,0,5.1,2024-03-10,3,Aston Villa,75169,0,5,False
Timo Werner,FWD,Spurs,0,3.3,2024-02-17,19,Wolverhampton,65854,0,1,True
Timo Werner,FWD,Spurs,2,4.5,2024-04-02,81,West Ham,116415,1,7,False
Timo Werner,FWD,Spurs,0,5.0,2024-04-07,75,Nottingham Forest,127741,1,4,True
Timo Werner,FWD,Spurs,0,5.6,2024-04-13,90,Newcastle United,123393,1,2,False
Timo Werner,FWD,Spurs,0,0.5,2024-04-28,30,Arsenal,150482,1,1,True
Timo Werner,FWD,Spurs,0,0.0,2024-05-02,0,Chelsea,150482,0,0,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-19,0,Sheffield,54415,0,0,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-05,0,Liverpool,101155,0,0,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-11,0,Burnley,61932,0,0,True
Timo Werner,FWD,Spurs,0,0.0,2024-05-14,0,Manchester City,61932,0,0,True
