name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-03-16,0,Luton,353139,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,1,8.1,2023-08-18,83,Sheffield,114885,1,7,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,3.8,2024-02-24,45,Aston Villa,177308,1,4,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,6.4,2023-08-26,80,Manchester United,185747,1,6,False
Taiwo Awoniyi,FWD,Nott'm Forest,2,6.8,2023-08-12,19,Arsenal,33175,0,7,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-15,0,Tottenham,147744,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,1.0,2023-11-05,81,Aston Villa,216933,1,2,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-23,0,Bournemouth,144124,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,8.2,2023-11-12,75,West Ham,215037,1,6,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-06,0,Fulham,161628,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-11-25,0,Brighton,199666,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.1,2023-10-29,21,Liverpool,244009,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-30,0,Manchester United,139109,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-09,0,Wolverhampton,154506,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,7.2,2024-01-30,45,Arsenal,134224,0,5,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-01-20,0,Brentford,135926,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-26,0,Newcastle United,141829,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-12-02,0,Everton,171721,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,4.0,2024-02-04,90,Bournemouth,144186,1,2,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-03-30,0,Crystal Palace,174910,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.9,2024-03-02,25,Liverpool,179685,0,1,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.9,2024-02-10,67,Newcastle United,145692,1,2,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.7,2024-03-10,18,Brighton,176614,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,2,9.7,2024-02-17,66,West Ham,148954,1,7,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-04-02,0,Fulham,161642,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-04-07,0,Tottenham,153298,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,5.7,2023-09-02,64,Chelsea,340888,1,5,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-04-13,0,Wolverhampton,147741,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,2.3,2023-09-23,74,Manchester City,552857,1,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,4.9,2023-09-18,87,Burnley,615394,1,5,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-10-07,0,Crystal Palace,572012,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-05-04,1,Sheffield,141303,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2023-10-21,0,Luton,327013,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,3.3,2023-10-01,80,Brentford,617874,1,2,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.1,2024-05-19,11,Burnley,144272,0,1,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-04-28,0,Manchester City,142185,0,0,True
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.0,2024-04-21,0,Everton,144048,0,0,False
Taiwo Awoniyi,FWD,Nott'm Forest,0,0.1,2024-05-11,4,Chelsea,141409,0,1,True
