name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Danny Ings,FWD,West Ham,0,0.0,2024-03-17,0,Aston Villa,0,0,True
Danny Ings,FWD,West Ham,0,0.6,2023-08-26,5,Brighton,0,1,False
Danny Ings,FWD,West Ham,0,1.0,2023-08-12,12,Bournemouth,0,1,False
Danny Ings,FWD,West Ham,0,0.0,2023-08-20,0,Chelsea,0,0,True
Danny Ings,FWD,West Ham,0,0.3,2023-12-17,3,Wolverhampton,0,1,True
Danny Ings,FWD,West Ham,0,0.0,2023-11-25,61,Burnley,1,2,False
Danny Ings,FWD,West Ham,0,0.0,2023-12-23,0,Manchester United,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-02-26,0,Brentford,0,0,True
Danny Ings,FWD,West Ham,0,0.4,2023-10-29,5,Everton,0,1,True
Danny Ings,FWD,West Ham,0,0.0,2024-01-02,0,Brighton,0,0,True
Danny Ings,FWD,West Ham,0,0.3,2023-11-04,26,Brentford,0,0,False
Danny Ings,FWD,West Ham,0,0.0,2023-12-07,0,Tottenham,0,0,False
Danny Ings,FWD,West Ham,2,12.2,2024-01-21,90,Sheffield,1,10,False
Danny Ings,FWD,West Ham,0,0.0,2023-12-28,0,Arsenal,0,0,False
Danny Ings,FWD,West Ham,0,1.6,2024-02-01,22,Bournemouth,0,1,True
Danny Ings,FWD,West Ham,0,0.0,2023-12-10,0,Fulham,0,0,False
Danny Ings,FWD,West Ham,0,0.0,2023-12-03,0,Crystal Palace,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-02-11,0,Arsenal,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2023-11-12,0,Nottingham Forest,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-02-04,0,Manchester United,0,0,False
Danny Ings,FWD,West Ham,0,0.4,2024-03-30,1,Newcastle United,0,1,False
Danny Ings,FWD,West Ham,0,0.2,2024-02-17,1,Nottingham Forest,0,1,False
Danny Ings,FWD,West Ham,2,5.5,2024-03-10,8,Burnley,0,7,True
Danny Ings,FWD,West Ham,0,0.0,2024-03-02,0,Everton,0,0,False
Danny Ings,FWD,West Ham,0,0.0,2024-04-02,0,Tottenham,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2024-04-06,0,Wolverhampton,0,0,False
Danny Ings,FWD,West Ham,0,3.4,2024-04-14,90,Fulham,1,2,True
Danny Ings,FWD,West Ham,0,0.0,2023-09-01,10,Luton,0,1,False
Danny Ings,FWD,West Ham,0,0.0,2024-04-27,0,Liverpool,0,0,True
Danny Ings,FWD,West Ham,0,0.1,2024-05-05,20,Chelsea,0,1,False
Danny Ings,FWD,West Ham,0,0.0,2023-09-16,3,Manchester City,0,1,True
Danny Ings,FWD,West Ham,0,0.4,2024-04-21,15,Crystal Palace,0,1,False
Danny Ings,FWD,West Ham,0,0.0,2024-05-19,4,Manchester City,0,1,False
Danny Ings,FWD,West Ham,0,0.2,2023-09-24,3,Liverpool,0,1,False
Danny Ings,FWD,West Ham,0,0.0,2023-09-30,0,Sheffield,0,0,True
Danny Ings,FWD,West Ham,0,0.0,2023-10-08,0,Newcastle United,0,0,True
Danny Ings,FWD,West Ham,0,0.2,2023-10-22,4,Aston Villa,0,1,False
Danny Ings,FWD,West Ham,0,0.3,2024-05-11,6,Luton,0,1,True
