name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Marc Guéhi,DEF,Crystal Palace,0,0,2.0,1,3.0,2023-08-21,90,Arsenal,0,1,2,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.97,1,2.0,2023-08-26,90,Brentford,0,1,2,False
Marc Guéhi,DEF,Crystal Palace,0,1,0.49,0,4.0,2023-08-12,90,Sheffield,0,1,6,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-02-24,0,Burnley,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,1.61,2,2.5,2023-12-16,90,Manchester City,0,1,1,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.14,1,1.3,2023-12-21,90,Brighton,0,1,2,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.83,2,1.9,2023-11-25,90,Luton,0,1,1,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.12,2,2.6,2023-10-27,90,Tottenham,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,1,1.12,0,1.1,2023-11-04,90,Burnley,0,1,5,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.74,2,1.9,2023-12-06,90,Bournemouth,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,0,2.53,3,1.7,2024-01-20,86,Arsenal,0,1,1,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.25,2,1.6,2023-12-09,90,Liverpool,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,0,1.4,1,4.4,2023-12-30,90,Brentford,0,1,5,True
Marc Guéhi,DEF,Crystal Palace,0,0,1.26,1,2.7,2023-12-03,90,West Ham,0,1,2,False
Marc Guéhi,DEF,Crystal Palace,0,0,2.74,2,1.2,2023-12-27,90,Chelsea,0,1,1,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.6,3,2.8,2023-11-11,90,Everton,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.78,2,2.6,2024-01-30,90,Sheffield,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-02-12,0,Chelsea,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.35,1,0.5,2024-02-03,27,Brighton,0,1,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-03-30,0,Nottingham Forest,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-03-02,0,Tottenham,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-03-09,0,Luton,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-02-19,0,Everton,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-02,0,Bournemouth,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,1.34,2,1.8,2023-09-03,90,Wolverhampton,0,1,1,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-06,0,Manchester City,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2023-09-16,0,Aston Villa,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,2,1,0.59,0,1.9,2023-09-23,90,Fulham,0,1,8,True
Marc Guéhi,DEF,Crystal Palace,3,1,1.18,0,4.8,2023-10-07,90,Nottingham Forest,0,1,9,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-14,0,Liverpool,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,2.39,4,2.1,2023-10-21,90,Newcastle United,0,1,0,False
Marc Guéhi,DEF,Crystal Palace,1,1,1.69,0,3.4,2023-09-30,90,Manchester United,0,1,7,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,1.5,2024-05-06,12,Manchester United,0,0,1,True
Marc Guéhi,DEF,Crystal Palace,0,1,1.08,0,2.3,2024-05-19,75,Aston Villa,0,1,6,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-27,0,Fulham,0,0,0,False
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-21,0,West Ham,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.0,0,0.0,2024-04-24,0,Newcastle United,0,0,0,True
Marc Guéhi,DEF,Crystal Palace,0,0,0.31,0,0.5,2024-05-11,20,Wolverhampton,0,0,1,False
