name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Robert Sánchez,GK,Chelsea,0,0,1.8,3,2023-08-20,90,West Ham,0,0,3,1,2,False
Robert Sánchez,GK,Chelsea,0,0,1.28,1,2023-08-13,90,Liverpool,0,0,0,1,2,True
Robert Sánchez,GK,Chelsea,0,1,0.43,0,2023-08-25,90,Luton,0,0,1,1,6,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2023-12-16,0,Sheffield,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2023-12-24,0,Wolverhampton,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,2.28,4,2023-11-25,90,Newcastle United,0,0,1,1,0,False
Robert Sánchez,GK,Chelsea,0,0,2.16,2,2023-10-28,90,Brentford,0,0,3,1,2,True
Robert Sánchez,GK,Chelsea,0,0,0.94,1,2023-11-06,90,Tottenham,0,0,4,1,3,False
Robert Sánchez,GK,Chelsea,0,0,1.01,1,2023-12-10,83,Everton,0,0,3,1,3,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2023-12-27,0,Crystal Palace,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,2.9,4,2023-11-12,90,Manchester City,0,0,6,1,2,True
Robert Sánchez,GK,Chelsea,3,0,4.07,2,2023-12-06,90,Manchester United,0,1,7,1,11,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-01-13,0,Fulham,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,1.02,2,2023-12-03,90,Brighton,0,0,7,1,2,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2023-12-30,0,Luton,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-01-31,0,Liverpool,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-02-04,0,Wolverhampton,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-02-12,0,Crystal Palace,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-03-30,0,Burnley,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-03-02,0,Brentford,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-03-11,0,Newcastle United,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-02-17,0,Manchester City,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-04-04,0,Manchester United,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.71,1,2023-09-02,90,Nottingham Forest,0,0,2,1,2,True
Robert Sánchez,GK,Chelsea,3,1,1.19,0,2023-09-17,90,Bournemouth,0,0,4,1,10,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-04-07,0,Sheffield,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,1.04,1,2023-09-24,90,Aston Villa,0,0,6,1,4,True
Robert Sánchez,GK,Chelsea,0,0,0.75,1,2023-10-07,90,Burnley,0,0,2,1,2,False
Robert Sánchez,GK,Chelsea,0,0,1.06,2,2023-10-21,90,Arsenal,0,0,1,1,1,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-04-15,0,Everton,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-05-05,0,West Ham,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,1,1,1.08,0,2023-10-02,90,Fulham,0,0,3,1,7,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-05-19,0,Bournemouth,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-04-27,0,Aston Villa,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-05-02,0,Tottenham,0,0,0,0,0,True
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-04-23,0,Arsenal,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-05-11,0,Nottingham Forest,0,0,0,0,0,False
Robert Sánchez,GK,Chelsea,0,0,0.0,0,2024-05-15,0,Brighton,0,0,0,0,0,False
