name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-03-17,0,Aston Villa,4359,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,3.5,2023-08-20,14,Chelsea,9388,0,1,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-02-26,0,Brentford,4571,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,1,3.9,2023-08-12,85,Bournemouth,9024,1,2,False
Pablo Fornals Malla,MID,West Ham,0,1,0,1.9,2024-01-02,90,Brighton,5288,1,3,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-10-29,0,Everton,5904,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-11-12,0,Nottingham Forest,5816,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,3,1.0,2023-12-10,45,Fulham,5426,1,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-11-25,0,Burnley,5687,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.1,2023-12-23,2,Manchester United,5288,0,1,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.2,2023-08-26,6,Brighton,8310,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.4,2023-12-17,20,Wolverhampton,5337,0,1,True
Pablo Fornals Malla,MID,West Ham,0,0,1,1.7,2023-11-04,26,Brentford,5978,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.5,2023-12-07,2,Tottenham,5515,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-02-11,0,Arsenal,5000,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-12-28,0,Arsenal,5334,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,2.3,2023-12-03,1,Crystal Palace,5593,0,1,True
Pablo Fornals Malla,MID,West Ham,0,0,2,3.3,2024-01-21,90,Sheffield,5606,1,2,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-02-01,0,Bournemouth,5595,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-03-30,0,Newcastle United,4335,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-03-10,0,Burnley,4419,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-03-02,0,Everton,4497,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-02-04,0,Manchester United,5464,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-02-17,0,Nottingham Forest,4748,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-04-02,0,Tottenham,4318,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-04-06,0,Wolverhampton,4287,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-04-14,0,Fulham,4254,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,1,0.2,2023-09-01,19,Luton,7625,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-04-27,0,Liverpool,4199,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-09-16,0,Manchester City,6940,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,1,1.4,2023-09-24,16,Liverpool,6563,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2023-10-08,0,Newcastle United,6124,0,0,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.2,2023-09-30,1,Sheffield,6305,0,1,True
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-05-19,0,Manchester City,4140,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-05-05,0,Chelsea,4187,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,1.3,2023-10-22,1,Aston Villa,5953,0,1,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-04-21,0,Crystal Palace,4221,0,0,False
Pablo Fornals Malla,MID,West Ham,0,0,0,0.0,2024-05-11,0,Luton,4160,0,0,True
