name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-08-20,0,West Ham,559,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-08-13,0,Liverpool,783,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-08-25,0,Luton,495,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-16,0,Sheffield,387,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-24,0,Wolverhampton,387,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-11-06,0,Tottenham,397,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-10-28,0,Brentford,400,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-10,0,Everton,388,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-11-12,0,Manchester City,395,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-06,0,Manchester United,389,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-03,0,Brighton,390,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-11-25,0,Newcastle United,391,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-30,0,Luton,387,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-01-31,0,Liverpool,381,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-01-13,0,Fulham,385,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-12-27,0,Crystal Palace,387,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-02-04,0,Wolverhampton,381,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-03-02,0,Brentford,379,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-02-12,0,Crystal Palace,379,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-03-30,0,Burnley,377,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-03-11,0,Newcastle United,379,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-02-17,0,Manchester City,379,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-04-04,0,Manchester United,377,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-04-07,0,Sheffield,377,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-09-02,0,Nottingham Forest,462,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-09-24,0,Aston Villa,424,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-09-17,0,Bournemouth,433,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-10-07,0,Burnley,411,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-10-21,0,Arsenal,405,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-04-15,0,Everton,375,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-05-05,0,West Ham,374,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2023-10-02,0,Fulham,418,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-05-19,0,Bournemouth,373,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-04-27,0,Aston Villa,374,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-05-02,0,Tottenham,374,0,0,True
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-04-23,0,Arsenal,375,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-05-11,0,Nottingham Forest,373,0,0,False
Christian Pulisic,MID,Chelsea,0,0,0,0.0,2024-05-15,0,Brighton,373,0,0,False
