name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Morgan Rogers,MID,Aston Villa,0,0,1,2.1,2024-03-17,62,West Ham,853,1,2,False
Morgan Rogers,MID,Aston Villa,0,0,0,0.6,2024-02-24,1,Nottingham Forest,517,0,1,True
Morgan Rogers,MID,Aston Villa,0,0,0,0.3,2024-02-03,9,Sheffield,184,0,1,False
Morgan Rogers,MID,Aston Villa,0,1,0,1.0,2024-03-30,62,Wolverhampton,690,1,3,True
Morgan Rogers,MID,Aston Villa,0,0,0,0.0,2024-02-11,0,Manchester United,288,0,0,True
Morgan Rogers,MID,Aston Villa,0,0,2,4.7,2024-03-02,49,Luton,518,0,0,False
Morgan Rogers,MID,Aston Villa,0,0,0,0.0,2024-03-10,0,Tottenham,561,0,0,True
Morgan Rogers,MID,Aston Villa,0,0,0,0.0,2024-02-17,0,Fulham,436,0,0,False
Morgan Rogers,MID,Aston Villa,0,0,4,5.8,2024-04-03,90,Manchester City,743,1,5,False
Morgan Rogers,MID,Aston Villa,0,0,3,7.4,2024-04-06,68,Brentford,1084,1,7,True
Morgan Rogers,MID,Aston Villa,0,1,0,1.7,2024-04-14,90,Arsenal,1488,1,2,False
Morgan Rogers,MID,Aston Villa,0,0,0,1.5,2024-05-05,25,Brighton,5192,1,1,False
Morgan Rogers,MID,Aston Villa,0,0,2,9.4,2024-04-27,90,Chelsea,2615,1,6,True
Morgan Rogers,MID,Aston Villa,0,0,0,0.0,2024-05-19,0,Crystal Palace,2807,0,0,False
Morgan Rogers,MID,Aston Villa,0,0,1,10.0,2024-04-21,90,Bournemouth,1781,1,7,True
Morgan Rogers,MID,Aston Villa,0,0,0,0.0,2024-05-13,0,Liverpool,3834,0,0,True
