name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-08-19,0,Newcastle United,0,1505031,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-08-27,0,Sheffield,0,715882,0,0,False
John Stones,DEF,Man City,0,0,2.04,1,2.6,2023-12-06,90,Aston Villa,0,300065,1,1,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-12-30,0,Sheffield,0,296912,0,0,True
John Stones,DEF,Man City,0,0,0.71,1,0.4,2023-12-27,42,Everton,0,310180,1,1,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-08-11,0,Burnley,0,2333274,0,0,False
John Stones,DEF,Man City,0,1,0.31,0,1.1,2023-11-04,70,Bournemouth,0,355755,1,6,True
John Stones,DEF,Man City,0,1,0.93,0,1.5,2024-02-24,90,Bournemouth,0,300340,1,6,False
John Stones,DEF,Man City,0,1,1.03,0,5.6,2023-10-29,90,Manchester United,0,328145,1,6,False
John Stones,DEF,Man City,0,0,1.44,1,2.7,2024-01-31,90,Burnley,0,277176,1,2,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-11-12,0,Chelsea,0,331058,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-12-16,1,Crystal Palace,0,311984,0,1,True
John Stones,DEF,Man City,0,0,0.26,1,3.4,2024-03-03,90,Manchester United,0,305026,1,2,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-02-05,0,Brentford,0,279715,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-01-13,0,Newcastle United,0,280477,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-11-25,0,Liverpool,0,298317,0,0,True
John Stones,DEF,Man City,2,0,2.46,1,9.1,2024-03-10,90,Liverpool,0,306901,1,10,False
John Stones,DEF,Man City,0,0,0.03,0,0.2,2023-12-10,21,Luton,0,308244,0,1,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-12-03,0,Tottenham,0,301126,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-03-31,0,Arsenal,0,315437,0,0,True
John Stones,DEF,Man City,1,1,0.32,0,3.3,2024-02-10,90,Everton,0,282079,1,7,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-02-17,0,Chelsea,0,297075,0,0,True
John Stones,DEF,Man City,0,1,0.34,0,4.0,2024-02-20,90,Brentford,0,297075,1,5,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-04-03,0,Aston Villa,0,324523,0,0,True
John Stones,DEF,Man City,0,0,1.08,2,3.2,2024-04-06,90,Crystal Palace,0,343640,1,1,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-04-13,0,Luton,0,363950,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-04-28,0,Nottingham Forest,0,355486,0,0,False
John Stones,DEF,Man City,0,0,0.43,0,0.4,2024-05-04,21,Wolverhampton,0,351128,0,1,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-04-25,0,Brighton,0,355939,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-09-02,0,Fulham,0,534020,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-05-11,0,Fulham,0,344659,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-05-14,0,Tottenham,0,344659,0,0,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2024-05-19,0,West Ham,0,333566,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-09-23,0,Nottingham Forest,0,395307,0,0,True
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-09-16,0,West Ham,0,456963,0,0,False
John Stones,DEF,Man City,0,0,0.06,1,0.1,2023-10-08,22,Arsenal,0,316461,0,1,False
John Stones,DEF,Man City,0,0,0.0,0,0.0,2023-09-30,0,Wolverhampton,0,336939,0,0,False
John Stones,DEF,Man City,0,0,0.83,1,1.1,2023-10-21,74,Brighton,0,323289,1,2,True
