name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Lorenz Assignon,DEF,Burnley,0,0,1.07,1,7.0,2024-03-16,90,Brentford,0,14062,1,2,True
Lorenz Assignon,DEF,Burnley,0,0,2.39,3,3.6,2024-02-24,90,Crystal Palace,0,6158,1,1,False
Lorenz Assignon,DEF,Burnley,0,0,1.28,2,4.0,2024-02-03,89,Fulham,0,50,1,4,True
Lorenz Assignon,DEF,Burnley,0,0,1.1,2,6.1,2024-03-03,90,Bournemouth,0,5836,1,1,True
Lorenz Assignon,DEF,Burnley,0,0,2.86,3,2.4,2024-02-10,90,Liverpool,0,3061,1,1,False
Lorenz Assignon,DEF,Burnley,0,0,6.94,2,0.0,2024-03-30,39,Chelsea,0,6465,1,-3,False
Lorenz Assignon,DEF,Burnley,0,0,1.82,2,1.9,2024-03-10,90,West Ham,0,5709,1,0,False
Lorenz Assignon,DEF,Burnley,0,0,2.23,5,0.7,2024-02-17,79,Arsenal,0,5521,1,-1,True
Lorenz Assignon,DEF,Burnley,0,0,0.0,0,0.0,2024-04-02,0,Wolverhampton,0,5588,0,0,True
Lorenz Assignon,DEF,Burnley,0,0,0.79,1,1.6,2024-04-06,83,Everton,0,5574,1,2,False
Lorenz Assignon,DEF,Burnley,0,0,0.91,1,4.4,2024-04-13,90,Brighton,0,6291,1,2,True
Lorenz Assignon,DEF,Burnley,0,0,3.58,4,6.0,2024-05-04,90,Newcastle United,0,18119,1,0,True
Lorenz Assignon,DEF,Burnley,0,0,1.01,2,1.1,2024-05-19,45,Nottingham Forest,0,27032,1,0,True
Lorenz Assignon,DEF,Burnley,0,0,2.71,1,3.1,2024-04-27,90,Manchester United,0,12831,1,2,False
Lorenz Assignon,DEF,Burnley,3,0,2.43,1,13.8,2024-04-20,90,Sheffield,0,7162,1,14,False
Lorenz Assignon,DEF,Burnley,0,0,2.5,2,0.9,2024-05-11,90,Tottenham,0,23080,1,0,False
