name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Adam Lallana,MID,Brighton,0,0,0,1.7,2023-08-19,9,Wolverhampton,4810,0,1,False
Adam Lallana,MID,Brighton,0,0,0,0.5,2024-02-24,15,Everton,4953,0,1,True
Adam Lallana,MID,Brighton,0,0,1,2.5,2023-08-26,30,West Ham,5205,0,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-08-12,0,Luton,6587,0,0,True
Adam Lallana,MID,Brighton,0,0,1,0.2,2023-12-17,59,Arsenal,5012,1,1,False
Adam Lallana,MID,Brighton,0,0,1,0.7,2023-11-04,45,Everton,4573,1,1,False
Adam Lallana,MID,Brighton,0,0,0,0.4,2023-12-21,15,Crystal Palace,4985,0,1,False
Adam Lallana,MID,Brighton,0,0,0,4.2,2023-10-29,58,Fulham,4428,1,1,True
Adam Lallana,MID,Brighton,0,0,1,0.9,2023-11-25,45,Nottingham Forest,4733,1,1,False
Adam Lallana,MID,Brighton,0,0,0,2.7,2023-11-12,45,Sheffield,4574,1,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-12-06,0,Brentford,5193,0,0,True
Adam Lallana,MID,Brighton,0,0,0,5.2,2024-01-02,16,West Ham,4905,0,1,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-01-30,0,Luton,4957,0,0,False
Adam Lallana,MID,Brighton,0,0,1,3.2,2023-12-09,45,Burnley,5171,1,1,True
Adam Lallana,MID,Brighton,0,0,0,1.2,2024-01-22,18,Wolverhampton,4900,0,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-12-28,1,Tottenham,4964,0,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-02-03,2,Crystal Palace,4951,0,1,True
Adam Lallana,MID,Brighton,0,0,2,3.7,2023-12-03,56,Chelsea,4815,1,4,False
Adam Lallana,MID,Brighton,0,0,0,0.7,2024-03-31,7,Liverpool,4961,0,1,False
Adam Lallana,MID,Brighton,0,0,0,2.1,2024-02-10,56,Tottenham,4876,1,1,False
Adam Lallana,MID,Brighton,0,0,2,4.2,2024-03-02,58,Fulham,4981,1,1,False
Adam Lallana,MID,Brighton,0,0,0,0.2,2024-03-10,10,Nottingham Forest,4993,0,0,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-02-18,0,Sheffield,4947,0,0,False
Adam Lallana,MID,Brighton,0,1,0,3.2,2024-04-03,63,Brentford,4978,1,3,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-04-06,0,Arsenal,5001,0,0,True
Adam Lallana,MID,Brighton,0,0,1,0.2,2023-09-02,9,Newcastle United,5052,0,0,True
Adam Lallana,MID,Brighton,0,0,0,2.3,2024-04-13,13,Burnley,5035,0,1,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-09-24,0,Bournemouth,5712,0,0,True
Adam Lallana,MID,Brighton,0,1,0,2.0,2023-09-16,63,Manchester United,4892,1,3,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-10-08,0,Liverpool,4485,0,0,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-05-05,0,Aston Villa,5007,0,0,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-10-21,0,Manchester City,4464,0,0,False
Adam Lallana,MID,Brighton,0,0,0,3.5,2024-05-19,56,Manchester United,4912,1,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2023-09-30,0,Aston Villa,5296,0,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-04-28,0,Bournemouth,5020,0,0,False
Adam Lallana,MID,Brighton,0,0,3,0.3,2024-04-25,45,Manchester City,5017,1,1,True
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-05-11,0,Newcastle United,4832,0,0,False
Adam Lallana,MID,Brighton,0,0,0,0.0,2024-05-15,0,Chelsea,4832,0,0,True
