name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Dele Alli,MID,Everton,0,0,0,0.0,2023-08-20,0,Aston Villa,3103,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-08-12,0,Fulham,4122,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-02-24,0,Brighton,1703,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-08-26,0,Wolverhampton,2575,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-23,0,Tottenham,1718,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-16,0,Burnley,1704,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-10-29,0,West Ham,1799,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-11-11,0,Crystal Palace,1750,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-11-04,0,Brighton,1774,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-11-26,0,Manchester United,1733,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-10,0,Chelsea,1708,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-30,0,Wolverhampton,1701,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-07,0,Newcastle United,1728,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-27,0,Manchester City,1699,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-12-02,0,Nottingham Forest,1758,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-01-30,0,Fulham,1710,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-02-10,0,Manchester City,1733,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-01-14,0,Aston Villa,1703,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-02-03,0,Tottenham,1730,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-03-30,0,Bournemouth,1741,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-03-02,0,West Ham,1714,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-03-09,0,Manchester United,1729,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-02-19,0,Crystal Palace,1700,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-02,0,Newcastle United,1745,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-06,0,Burnley,1717,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-09-02,0,Sheffield,2297,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-09-17,0,Arsenal,2134,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-15,0,Chelsea,1718,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-10-07,0,Bournemouth,1894,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2023-09-23,0,Brentford,2064,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-10-21,0,Liverpool,1864,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2023-09-30,0,Luton,1921,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-05-03,0,Luton,1744,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-05-19,0,Arsenal,1848,0,0,False
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-27,0,Brentford,1723,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-21,0,Nottingham Forest,1745,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-04-24,0,Liverpool,1745,0,0,True
Dele Alli,MID,Everton,0,0,0,0.0,2024-05-11,0,Sheffield,1746,0,0,True
