name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Tino Livramento,DEF,Newcastle,0,0,0.28,0,0.0,2023-08-19,4,Manchester City,0,0,1,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-08-27,0,Liverpool,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-08-12,0,Aston Villa,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,2.11,4,1.7,2024-02-24,72,Arsenal,0,1,0,False
Tino Livramento,DEF,Newcastle,0,0,0.58,1,3.0,2023-11-25,90,Chelsea,0,1,2,True
Tino Livramento,DEF,Newcastle,3,1,0.2,0,5.6,2023-12-16,83,Fulham,0,1,9,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-10-28,0,Wolverhampton,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,0.1,0,0.4,2023-12-23,9,Luton,0,0,1,False
Tino Livramento,DEF,Newcastle,0,0,0.19,0,1.0,2023-11-04,45,Arsenal,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,3.23,3,2.4,2023-12-07,90,Everton,0,1,1,False
Tino Livramento,DEF,Newcastle,0,0,7.27,4,2.7,2024-01-01,90,Liverpool,0,1,0,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-01-13,0,Manchester City,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,1.01,1,0.7,2023-12-26,35,Nottingham Forest,0,0,1,True
Tino Livramento,DEF,Newcastle,1,1,0.36,0,4.1,2023-12-02,90,Manchester United,0,1,7,True
Tino Livramento,DEF,Newcastle,0,0,2.44,3,1.5,2023-12-10,73,Tottenham,0,1,1,False
Tino Livramento,DEF,Newcastle,0,0,2.08,2,2.8,2023-11-11,45,Bournemouth,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,0.04,0,0.4,2024-02-10,9,Nottingham Forest,0,0,1,False
Tino Livramento,DEF,Newcastle,0,0,0.21,0,0.4,2024-01-30,15,Aston Villa,0,0,1,False
Tino Livramento,DEF,Newcastle,0,0,0.18,0,0.5,2024-02-03,26,Luton,0,0,1,True
Tino Livramento,DEF,Newcastle,0,0,1.11,3,2.3,2024-03-30,55,West Ham,0,1,0,True
Tino Livramento,DEF,Newcastle,0,0,0.52,0,6.2,2024-03-02,38,Wolverhampton,0,0,7,True
Tino Livramento,DEF,Newcastle,0,0,1.67,3,2.1,2024-03-11,90,Chelsea,0,1,1,False
Tino Livramento,DEF,Newcastle,0,0,0.14,0,0.6,2024-02-17,19,Bournemouth,0,0,1,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-04-02,0,Everton,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-04-06,0,Fulham,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-09-02,0,Brighton,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-09-16,0,Brentford,0,0,0,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.8,2024-04-13,12,Tottenham,0,0,1,True
Tino Livramento,DEF,Newcastle,0,0,0.21,0,1.0,2023-09-24,20,Sheffield,0,0,1,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-10-08,0,West Ham,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,1.48,1,7.3,2024-04-27,90,Sheffield,0,1,2,True
Tino Livramento,DEF,Newcastle,0,0,1.08,1,6.1,2024-05-04,90,Burnley,0,1,2,False
Tino Livramento,DEF,Newcastle,0,0,0.82,0,0.8,2023-10-21,21,Crystal Palace,0,0,1,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-05-19,0,Brentford,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2023-09-30,1,Burnley,0,0,1,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-04-24,0,Crystal Palace,0,0,0,False
Tino Livramento,DEF,Newcastle,0,0,1.32,1,4.0,2024-05-11,90,Brighton,0,1,2,True
Tino Livramento,DEF,Newcastle,0,0,0.0,0,0.0,2024-05-15,0,Manchester United,0,0,0,False
