name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Admiral Muskwe,FWD,Luton,0,0.0,2024-03-16,0,Nottingham Forest,5825,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-08-25,0,Chelsea,18588,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-08-12,0,Brighton,21151,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-11-05,0,Liverpool,8194,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-23,0,Newcastle United,6837,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-11-11,0,Manchester United,7904,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-05,0,Arsenal,7334,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-11-25,0,Crystal Palace,7598,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-10-29,0,Aston Villa,8543,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-30,0,Chelsea,6559,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-10,0,Manchester City,7213,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-01-30,0,Brighton,6207,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-01-12,0,Burnley,6276,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-26,0,Sheffield,6736,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-02-03,0,Newcastle United,6161,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-12-02,0,Brentford,7448,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-03-30,0,Tottenham,5825,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-03-02,0,Aston Villa,5915,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-02-10,0,Sheffield,6086,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-03-09,0,Crystal Palace,5871,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-03-13,0,Bournemouth,5871,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-02-18,0,Manchester United,6004,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-02-21,0,Liverpool,6004,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-04-03,0,Arsenal,5810,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-04-06,0,Bournemouth,5793,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-09-01,0,West Ham,17174,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-04-13,0,Manchester City,5777,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-09-23,0,Wolverhampton,12325,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-09-16,0,Fulham,14019,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-10-07,0,Tottenham,9665,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-05-03,0,Everton,5703,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-10-21,0,Nottingham Forest,9097,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-04-27,0,Wolverhampton,5713,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2024-05-19,0,Fulham,5643,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2023-09-30,0,Everton,10885,0,0,False
Admiral Muskwe,FWD,Luton,0,0.0,2023-10-03,0,Burnley,10885,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-04-20,0,Brentford,5744,0,0,True
Admiral Muskwe,FWD,Luton,0,0.0,2024-05-11,0,West Ham,5675,0,0,False
