name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Joško Gvardiol,DEF,Man City,0,1,0.29,0,1.4,2023-08-19,90,Newcastle United,0,307221,1,6,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-02-24,0,Bournemouth,0,277669,0,0,False
Joško Gvardiol,DEF,Man City,0,0,0.07,0,0.0,2023-08-11,11,Burnley,0,249939,0,1,False
Joško Gvardiol,DEF,Man City,0,0,0.73,1,4.5,2023-08-27,90,Sheffield,0,505315,1,2,False
Joško Gvardiol,DEF,Man City,0,0,1.82,2,8.4,2023-12-16,90,Crystal Palace,0,370941,1,1,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2023-11-04,0,Bournemouth,0,479994,0,0,True
Joško Gvardiol,DEF,Man City,0,1,1.03,0,3.6,2023-10-29,90,Manchester United,0,444257,1,6,False
Joško Gvardiol,DEF,Man City,0,0,0.3,1,2.0,2023-12-10,68,Luton,0,375895,1,2,False
Joško Gvardiol,DEF,Man City,0,0,2.96,4,3.9,2023-11-12,90,Chelsea,0,448213,1,0,False
Joško Gvardiol,DEF,Man City,0,0,2.04,1,3.4,2023-12-06,90,Aston Villa,0,381879,1,2,False
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2023-11-25,0,Liverpool,0,431323,0,0,True
Joško Gvardiol,DEF,Man City,0,0,0.38,2,1.4,2023-12-03,86,Tottenham,0,400179,1,0,True
Joško Gvardiol,DEF,Man City,0,1,0.33,0,4.3,2023-12-30,90,Sheffield,0,361644,1,6,True
Joško Gvardiol,DEF,Man City,0,0,1.44,1,3.1,2024-01-31,90,Burnley,0,351918,1,2,True
Joško Gvardiol,DEF,Man City,0,0,1.23,2,2.5,2024-01-13,90,Newcastle United,0,355188,1,1,False
Joško Gvardiol,DEF,Man City,0,0,0.3,0,2.9,2023-12-27,47,Everton,0,355768,0,1,False
Joško Gvardiol,DEF,Man City,0,0,1.02,1,7.0,2024-02-05,90,Brentford,0,349492,1,2,False
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-03-03,0,Manchester United,0,272031,0,0,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-02-10,0,Everton,0,362959,0,0,True
Joško Gvardiol,DEF,Man City,3,1,0.68,0,4.6,2024-03-31,90,Arsenal,0,268189,1,9,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-03-10,0,Liverpool,0,268745,0,0,False
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-02-17,0,Chelsea,0,299333,0,0,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2024-02-20,0,Brentford,0,299333,0,0,True
Joško Gvardiol,DEF,Man City,0,0,0.73,1,4.1,2024-04-03,90,Aston Villa,0,317234,1,2,True
Joško Gvardiol,DEF,Man City,0,0,0.54,1,2.0,2024-04-06,45,Crystal Palace,0,360529,1,0,False
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2023-09-02,0,Fulham,0,640038,0,0,True
Joško Gvardiol,DEF,Man City,1,1,1.03,0,2.9,2023-09-23,90,Nottingham Forest,0,542895,1,7,True
Joško Gvardiol,DEF,Man City,0,0,0.94,1,5.8,2023-09-16,90,West Ham,0,572972,1,1,False
Joško Gvardiol,DEF,Man City,0,0,0.41,1,2.8,2023-10-08,90,Arsenal,0,473591,1,2,False
Joško Gvardiol,DEF,Man City,0,0,0.83,1,3.8,2023-10-21,90,Brighton,0,467479,1,2,True
Joško Gvardiol,DEF,Man City,1,0,0.49,1,13.6,2024-04-13,90,Luton,0,396231,1,12,True
Joško Gvardiol,DEF,Man City,1,0,0.35,1,8.8,2024-05-04,90,Wolverhampton,0,1099340,1,6,True
Joško Gvardiol,DEF,Man City,0,0,0.0,0,0.0,2023-09-30,0,Wolverhampton,0,544129,0,0,False
Joško Gvardiol,DEF,Man City,0,0,0.36,1,4.4,2024-05-19,90,West Ham,0,2007425,1,2,True
Joško Gvardiol,DEF,Man City,3,1,1.64,0,9.3,2024-04-28,90,Nottingham Forest,0,652141,1,15,False
Joško Gvardiol,DEF,Man City,0,1,0.49,0,2.7,2024-04-25,90,Brighton,0,496539,1,6,False
Joško Gvardiol,DEF,Man City,3,1,0.12,0,13.1,2024-05-11,90,Fulham,0,1644819,1,21,False
Joško Gvardiol,DEF,Man City,0,1,1.33,0,2.5,2024-05-14,90,Tottenham,0,1644819,1,6,False
