name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Andi Zeqiri,FWD,Brighton,0,0.0,2023-08-19,0,Wolverhampton,109374,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-08-26,0,West Ham,101255,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-06,0,Brentford,54534,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-08-12,0,Luton,100072,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-21,0,Crystal Palace,51716,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-11-04,0,Everton,59655,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-01-02,0,West Ham,50244,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-10-29,0,Fulham,61846,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-11-12,0,Sheffield,57804,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-17,0,Arsenal,52482,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-02-24,0,Everton,45603,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-01-30,0,Luton,47543,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-28,0,Tottenham,51190,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-02-03,0,Crystal Palace,47217,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-09,0,Burnley,53816,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-03-02,0,Fulham,45420,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-01-22,0,Wolverhampton,48294,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-12-03,0,Chelsea,55175,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-11-25,0,Nottingham Forest,56043,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-03-31,0,Liverpool,44779,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-02-10,0,Tottenham,46639,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-02-18,0,Sheffield,46064,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-03-10,0,Nottingham Forest,45096,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-04-03,0,Brentford,44681,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-04-06,0,Arsenal,44525,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-04-13,0,Burnley,44350,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-05-05,0,Aston Villa,43821,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-04-28,0,Bournemouth,43958,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-04-25,0,Manchester City,44115,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-09-02,0,Newcastle United,96907,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-09-24,0,Bournemouth,80212,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-05-19,0,Manchester United,43377,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2024-05-11,0,Newcastle United,43583,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2024-05-15,0,Chelsea,43583,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-09-16,0,Manchester United,90508,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-10-08,0,Liverpool,67604,0,0,True
Andi Zeqiri,FWD,Brighton,0,0.0,2023-09-30,0,Aston Villa,72464,0,0,False
Andi Zeqiri,FWD,Brighton,0,0.0,2023-10-21,0,Manchester City,64484,0,0,False
