name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Callum Wilson,FWD,Newcastle,0,1.4,2023-08-19,24,Manchester City,725447,0,1,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-02-24,0,Arsenal,307644,0,0,False
Callum Wilson,FWD,Newcastle,0,0.3,2023-08-27,18,Liverpool,623141,0,1,True
Callum Wilson,FWD,Newcastle,0,10.6,2023-08-12,22,Aston Villa,768110,0,5,True
Callum Wilson,FWD,Newcastle,0,6.1,2023-12-16,90,Fulham,377948,1,2,True
Callum Wilson,FWD,Newcastle,0,0.6,2023-11-04,61,Arsenal,569861,1,2,True
Callum Wilson,FWD,Newcastle,0,7.9,2023-12-23,90,Luton,603271,1,2,False
Callum Wilson,FWD,Newcastle,3,13.4,2023-10-28,90,Wolverhampton,499204,1,13,False
Callum Wilson,FWD,Newcastle,0,0.0,2023-11-11,0,Bournemouth,610678,0,0,False
Callum Wilson,FWD,Newcastle,0,0.0,2023-11-25,0,Chelsea,466186,0,0,True
Callum Wilson,FWD,Newcastle,0,0.0,2023-12-07,0,Everton,362257,0,0,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-01-01,0,Liverpool,446504,0,0,False
Callum Wilson,FWD,Newcastle,0,6.5,2023-12-10,26,Tottenham,342979,0,4,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-01-30,0,Aston Villa,338285,0,0,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-01-13,0,Manchester City,365654,0,0,True
Callum Wilson,FWD,Newcastle,0,0.8,2023-12-26,35,Nottingham Forest,552287,0,1,True
Callum Wilson,FWD,Newcastle,0,0.0,2023-12-02,0,Manchester United,391002,0,0,True
Callum Wilson,FWD,Newcastle,0,3.5,2024-02-03,45,Luton,329160,0,1,True
Callum Wilson,FWD,Newcastle,0,0.0,2024-03-30,0,West Ham,295845,0,0,True
Callum Wilson,FWD,Newcastle,0,0.0,2024-03-02,0,Wolverhampton,302922,0,0,True
Callum Wilson,FWD,Newcastle,0,0.8,2024-02-10,90,Nottingham Forest,338924,1,1,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-03-11,0,Chelsea,299221,0,0,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-02-17,0,Bournemouth,318805,0,0,True
Callum Wilson,FWD,Newcastle,0,0.0,2024-04-02,0,Everton,294895,0,0,True
Callum Wilson,FWD,Newcastle,0,0.0,2024-04-06,0,Fulham,293680,0,0,False
Callum Wilson,FWD,Newcastle,1,5.3,2023-09-02,32,Brighton,536178,0,6,False
Callum Wilson,FWD,Newcastle,0,14.7,2023-09-24,69,Sheffield,579080,1,6,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-04-13,0,Tottenham,292234,0,0,True
Callum Wilson,FWD,Newcastle,0,7.5,2023-09-16,90,Brentford,498144,1,5,True
Callum Wilson,FWD,Newcastle,0,0.0,2023-10-08,4,West Ham,427047,0,1,False
Callum Wilson,FWD,Newcastle,0,9.7,2024-05-04,68,Burnley,300685,1,5,False
Callum Wilson,FWD,Newcastle,0,5.7,2023-10-21,69,Crystal Palace,452959,1,6,True
Callum Wilson,FWD,Newcastle,0,0.4,2024-05-19,9,Brentford,330905,0,1,False
Callum Wilson,FWD,Newcastle,0,0.0,2023-09-30,0,Burnley,577943,0,0,True
Callum Wilson,FWD,Newcastle,0,7.8,2024-04-27,24,Sheffield,294093,0,5,True
Callum Wilson,FWD,Newcastle,0,0.2,2024-04-24,25,Crystal Palace,290756,0,1,False
Callum Wilson,FWD,Newcastle,0,0.0,2024-05-11,0,Brighton,367158,0,0,True
Callum Wilson,FWD,Newcastle,0,0.0,2024-05-15,0,Manchester United,367158,0,0,False
