name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-08-18,0,Nottingham Forest,1682,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-02-25,0,Wolverhampton,1415,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-08-12,0,Crystal Palace,2004,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-30,0,Manchester City,1346,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-10-28,0,Arsenal,1205,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-06,0,Liverpool,1191,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-08-27,0,Manchester City,1456,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-11-12,0,Brighton,1203,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-09,0,Brentford,1218,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-11-25,0,Bournemouth,1168,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-22,0,Aston Villa,1359,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-11-04,0,Wolverhampton,1203,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-26,0,Luton,1318,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-02,0,Burnley,1181,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-02-10,0,Luton,1313,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-12-16,0,Chelsea,1323,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-03-30,0,Fulham,1314,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-01-30,0,Crystal Palace,1325,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-01-21,0,West Ham,1337,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-03-09,0,Bournemouth,1318,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-02-03,0,Aston Villa,1282,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-03-04,0,Arsenal,1310,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-02-18,0,Brighton,1298,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-04,0,Liverpool,1313,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-07,0,Chelsea,1317,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-13,0,Brentford,1326,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-27,0,Newcastle United,1356,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-09-02,0,Everton,1344,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-09-16,0,Tottenham,1250,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-20,0,Burnley,1334,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-04-24,0,Manchester United,1334,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-05-04,0,Nottingham Forest,1364,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-09-24,0,Newcastle United,1197,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-09-30,0,West Ham,1160,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.4,2024-05-19,20,Tottenham,1376,0,1,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-10-07,0,Fulham,1211,0,0,False
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2023-10-21,0,Manchester United,1178,0,0,True
Daniel Jebbison,FWD,Sheffield Utd,0,0.0,2024-05-11,0,Everton,1346,0,0,False
