name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Yoane Wissa,FWD,Brentford,0,2.1,2024-03-16,78,Burnley,931334,1,2,False
Yoane Wissa,FWD,Brentford,2,10.5,2023-08-19,78,Fulham,630451,1,11,False
Yoane Wissa,FWD,Brentford,0,5.7,2024-02-26,17,West Ham,448318,0,5,False
Yoane Wissa,FWD,Brentford,3,11.6,2023-08-13,71,Tottenham,408924,1,9,True
Yoane Wissa,FWD,Brentford,0,1.1,2023-08-26,90,Crystal Palace,1499169,1,2,True
Yoane Wissa,FWD,Brentford,0,3.3,2023-11-04,88,West Ham,968671,1,2,True
Yoane Wissa,FWD,Brentford,0,3.2,2023-12-17,75,Aston Villa,761854,1,2,True
Yoane Wissa,FWD,Brentford,0,0.6,2023-12-06,50,Brighton,883996,0,0,False
Yoane Wissa,FWD,Brentford,0,0.9,2023-12-30,90,Crystal Palace,669829,1,2,False
Yoane Wissa,FWD,Brentford,0,1.3,2023-11-12,71,Liverpool,909559,1,2,False
Yoane Wissa,FWD,Brentford,0,0.9,2023-10-28,75,Chelsea,1015542,1,2,False
Yoane Wissa,FWD,Brentford,0,3.6,2023-11-25,71,Arsenal,871833,1,2,True
Yoane Wissa,FWD,Brentford,0,0.0,2024-01-31,0,Tottenham,482325,0,0,False
Yoane Wissa,FWD,Brentford,0,0.0,2024-02-05,0,Manchester City,464068,0,0,True
Yoane Wissa,FWD,Brentford,0,4.8,2023-12-09,90,Sheffield,843619,1,2,False
Yoane Wissa,FWD,Brentford,0,0.0,2024-01-20,0,Nottingham Forest,528474,0,0,True
Yoane Wissa,FWD,Brentford,0,4.0,2024-03-30,70,Manchester United,559874,1,1,True
Yoane Wissa,FWD,Brentford,1,10.2,2023-12-27,85,Wolverhampton,686473,1,7,True
Yoane Wissa,FWD,Brentford,0,4.7,2023-12-02,90,Luton,960269,1,2,True
Yoane Wissa,FWD,Brentford,0,0.0,2024-02-10,0,Wolverhampton,443056,0,0,False
Yoane Wissa,FWD,Brentford,0,9.3,2024-03-02,86,Chelsea,457726,1,6,True
Yoane Wissa,FWD,Brentford,0,8.4,2024-03-09,77,Arsenal,460257,1,5,False
Yoane Wissa,FWD,Brentford,0,1.7,2024-02-17,27,Liverpool,439601,0,1,True
Yoane Wissa,FWD,Brentford,0,2.0,2024-02-20,67,Manchester City,439601,1,1,False
Yoane Wissa,FWD,Brentford,0,2.3,2024-04-03,72,Brighton,548780,1,2,True
Yoane Wissa,FWD,Brentford,0,9.7,2024-04-06,80,Aston Villa,535775,1,5,False
Yoane Wissa,FWD,Brentford,0,2.2,2024-04-13,89,Sheffield,570074,1,2,True
Yoane Wissa,FWD,Brentford,0,2.4,2023-09-02,90,Bournemouth,1743587,1,2,True
Yoane Wissa,FWD,Brentford,0,1.1,2024-05-04,24,Fulham,586550,0,1,True
Yoane Wissa,FWD,Brentford,0,1.3,2024-04-27,67,Everton,579049,1,2,False
Yoane Wissa,FWD,Brentford,0,7.2,2023-09-16,90,Newcastle United,1463252,1,1,False
Yoane Wissa,FWD,Brentford,0,2.3,2023-09-23,90,Everton,1309912,1,2,True
Yoane Wissa,FWD,Brentford,0,4.6,2023-10-07,69,Manchester United,953135,1,5,False
Yoane Wissa,FWD,Brentford,1,7.5,2024-05-19,83,Newcastle United,558227,1,9,True
Yoane Wissa,FWD,Brentford,2,14.5,2023-10-21,90,Burnley,1001346,1,8,True
Yoane Wissa,FWD,Brentford,3,14.2,2024-04-20,81,Luton,545124,1,13,False
Yoane Wissa,FWD,Brentford,0,2.7,2023-10-01,90,Nottingham Forest,1139780,1,2,False
Yoane Wissa,FWD,Brentford,3,11.3,2024-05-11,27,Bournemouth,538885,0,11,False
