name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Max Lowe,DEF,Sheffield Utd,0,0,0.82,1,0.4,2023-08-18,45,Nottingham Forest,0,8109,1,1,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-02-25,0,Wolverhampton,0,3505,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,1.8,1,3.8,2023-08-12,79,Crystal Palace,0,6487,1,2,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-08-27,0,Manchester City,0,7402,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-11-25,0,Bournemouth,0,3287,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-10-28,0,Arsenal,0,3443,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.45,1,1.0,2023-12-22,32,Aston Villa,0,3408,0,1,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-11-12,0,Brighton,0,3276,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-12-30,0,Manchester City,0,3467,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,2.75,2,2.1,2023-12-16,90,Chelsea,0,3371,1,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-11-04,0,Wolverhampton,0,3332,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.18,0,0.7,2023-12-09,17,Brentford,0,3337,0,1,True
Max Lowe,DEF,Sheffield Utd,0,0,0.47,1,0.0,2023-12-06,2,Liverpool,0,3311,0,1,True
Max Lowe,DEF,Sheffield Utd,0,0,0.14,2,1.7,2023-12-26,45,Luton,0,3509,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-12-02,0,Burnley,0,3320,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-01-30,0,Crystal Palace,0,3414,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,1.88,1,4.3,2024-02-10,85,Luton,0,3347,0,5,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-01-21,0,West Ham,0,3475,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-02-03,0,Aston Villa,0,3385,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-03-30,0,Fulham,0,3330,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-03-04,0,Arsenal,0,3454,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-03-09,0,Bournemouth,0,3422,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-02-18,0,Brighton,0,3704,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-04,0,Liverpool,0,3308,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-07,0,Chelsea,0,3288,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-09-02,0,Everton,0,5535,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-09-16,0,Tottenham,0,4608,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-13,0,Brentford,0,3276,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-10-07,0,Fulham,0,3770,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-10-21,0,Manchester United,0,3580,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-09-24,0,Newcastle United,0,4280,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-09-30,0,West Ham,0,3903,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-05-04,0,Nottingham Forest,0,3253,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-27,0,Newcastle United,0,3266,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,2.34,3,0.8,2024-05-19,68,Tottenham,0,3252,1,1,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-20,0,Burnley,0,3268,0,0,True
Max Lowe,DEF,Sheffield Utd,0,0,0.0,0,0.0,2024-04-24,0,Manchester United,0,3268,0,0,False
Max Lowe,DEF,Sheffield Utd,0,0,0.27,0,0.4,2024-05-11,35,Everton,0,3236,0,1,False
