name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-03-16,0,Luton,835,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-02-24,0,Aston Villa,604,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-01-30,0,Arsenal,81,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-02-10,0,Newcastle United,260,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-01-20,0,Brentford,0,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-03-30,0,Crystal Palace,804,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-02-04,0,Bournemouth,124,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-03-02,0,Liverpool,624,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-03-10,0,Brighton,661,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-02-17,0,West Ham,493,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-04-02,0,Fulham,836,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-04-07,0,Tottenham,853,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-04-13,0,Wolverhampton,886,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-04-28,0,Manchester City,928,0,0,True
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-05-04,0,Sheffield,964,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-05-19,0,Burnley,1104,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-04-21,0,Everton,929,0,0,False
Detlef Esapa Osong,FWD,Nott'm Forest,0,0.0,2024-05-11,0,Chelsea,988,0,0,True
