name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-03-16,0,Nottingham Forest,703,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-08-25,0,Chelsea,1346,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-08-12,0,Brighton,2188,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-11-05,0,Liverpool,832,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-23,0,Newcastle United,771,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-11-11,0,Manchester United,813,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-05,0,Arsenal,792,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-10-29,0,Aston Villa,849,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-30,0,Chelsea,750,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-11-25,0,Crystal Palace,805,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-02-03,0,Newcastle United,725,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-01-30,0,Brighton,724,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-01-12,0,Burnley,733,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-10,0,Manchester City,787,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-26,0,Sheffield,762,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-03-30,0,Tottenham,703,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-12-02,0,Brentford,797,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-02-10,0,Sheffield,718,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-03-02,0,Aston Villa,706,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-03-09,0,Crystal Palace,704,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-03-13,0,Bournemouth,704,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-02-18,0,Manchester United,713,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-02-21,0,Liverpool,713,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-04-03,0,Arsenal,703,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-04-06,0,Bournemouth,702,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-09-01,0,West Ham,1186,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-04-13,0,Manchester City,701,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-09-23,0,Wolverhampton,1000,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-09-16,0,Fulham,1057,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-05-03,0,Everton,697,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-10-07,0,Tottenham,898,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-04-27,0,Wolverhampton,700,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-10-21,0,Nottingham Forest,872,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-05-19,0,Fulham,696,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-09-30,0,Everton,942,0,0,False
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2023-10-03,0,Burnley,942,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-04-20,0,Brentford,700,0,0,True
Carlos Mendes Gomes,MID,Luton,0,0,0,0.0,2024-05-11,0,West Ham,698,0,0,False
