name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Armando Broja,Chelsea,,2022-08-06,False,15,0.0,0.05,0.0,0.0,1,1.0,0.0,2.5,0,0,1.0,0.05,15.0,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,True,,,
Armando Broja,Chelsea,,2022-08-14,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1.0,0.02,8.0,6.0,0.0,5.89,1.46,0.05,0.0,Chelsea,False,,,
Armando Broja,Chelsea,,,False,0,,,,,0,,,0.0,0,0,0.67,0.02,5.33,6.0,0.0,5.89,1.46,0.05,0.0,Chelsea,True,,,
Armando Broja,Chelsea,,,True,0,,,,,0,,,0.0,0,0,0.5,0.01,4.0,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,False,,,
Armando Broja,Chelsea,,2022-08-30,False,24,0.0,0.4,0.0,0.0,1,1.0,0.0,2.7,0,0,0.6,0.09,8.0,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,True,,,
Armando Broja,Chelsea,,2022-09-03,True,30,0.0,0.1,0.0,0.0,1,1.0,0.0,2.5,0,0,0.6,0.1,11.67,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,False,,,
Armando Broja,Chelsea,,2022-10-01,False,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.6,0.1,12.14,6.0,0.0,5.89,1.46,0.05,5.0,Chelsea,True,,,
Armando Broja,Chelsea,,2022-10-08,True,18,1.0,0.14,0.0,0.0,5,1.0,0.0,5.1,0,0,1.6,0.13,12.88,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,False,,,
Armando Broja,Chelsea,,2022-10-16,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1.8,0.13,11.56,6.0,0.0,5.89,1.46,0.05,2.0,Chelsea,False,,,
Armando Broja,Chelsea,,2022-10-19,False,61,0.0,0.06,0.0,0.0,2,1.0,0.0,2.1,0,0,2.0,0.06,16.5,6.0,0.0,5.89,1.46,0.05,4.0,Chelsea,True,,,
Armando Broja,Chelsea,,2022-10-22,True,11,0.0,0.0,0.0,0.0,4,0.0,0.0,0.2,0,0,2.6,0.04,16.0,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,False,,,
Armando Broja,Chelsea,,2022-10-29,False,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,2.6,0.04,15.58,6.0,0.0,5.89,1.46,0.05,1.0,Chelsea,True,,,
Armando Broja,Chelsea,,2022-11-06,True,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1.8,0.01,16.38,6.0,0.0,5.89,1.46,0.05,2.0,Chelsea,False,,,
