name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Danny Welbeck,Brighton,Manchester United,2022-08-07,False,90,0.0,0.34,1.0,0.62,7,5.0,3.0,11.2,2,0,7.0,1.34,90.0,6.0,1.0,8.29,0.89,0.06,2.0
Danny Welbeck,Brighton,Newcastle United,2022-08-13,True,90,0.0,0.14,0.0,0.02,2,1.0,1.0,3.9,0,0,4.5,0.74,90.0,6.0,1.0,8.29,0.89,0.06,5.0
Danny Welbeck,Brighton,West Ham,2022-08-21,False,90,0.0,0.0,0.0,0.05,5,0.0,1.0,2.8,0,0,4.67,0.49,90.0,6.0,1.0,8.29,0.89,0.06,2.0
Danny Welbeck,Brighton,Leicester City,2022-08-27,True,87,0.0,0.0,0.0,0.21,2,0.0,2.0,3.5,0,0,4.0,0.37,89.25,6.0,1.0,8.29,0.89,0.06,1.0
Danny Welbeck,Brighton,Fulham,2022-08-30,False,27,0.0,0.49,0.0,0.33,1,1.0,1.0,4.8,0,0,3.4,0.39,76.8,6.0,1.0,8.29,0.89,0.06,5.0
Danny Welbeck,Brighton,Leeds United,2022-09-04,True,90,0.0,0.29,0.0,0.0,5,4.0,0.0,8.3,0,0,3.0,0.18,79.0,6.0,1.0,8.29,0.89,0.06,5.0
Danny Welbeck,Brighton,Liverpool,2022-10-01,False,90,0.0,0.82,1.0,0.79,5,2.0,2.0,9.4,0,0,3.6,0.52,80.57,6.0,1.0,8.29,0.89,0.06,2.0
Danny Welbeck,Brighton,Tottenham,2022-10-08,True,90,0.0,0.14,0.0,0.05,2,3.0,1.0,5.2,0,0,3.0,0.55,81.75,6.0,1.0,8.29,0.89,0.06,2.0
Danny Welbeck,Brighton,Brentford,2022-10-14,False,90,0.0,0.3,0.0,0.0,2,3.0,0.0,5.1,0,0,3.0,0.61,82.67,6.0,1.0,8.29,0.89,0.06,2.0
Danny Welbeck,Brighton,Nottingham Forest,2022-10-18,True,90,0.0,0.99,0.0,0.44,2,4.0,2.0,9.2,0,0,3.2,0.71,83.4,6.0,1.0,8.29,0.89,0.06,2.0
