name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Ivan Toney,Brentford,Leeds United,2022-08-07,False,90,1.0,0.63,0.0,0.08,8,2.0,3.0,8.8,2,0,8.0,0.63,90.0,12.0,5.0,12.05,7.34,0.05,9.0
Ivan Toney,Brentford,Manchester United,2022-08-13,True,90,0.0,0.02,2.0,0.94,9,1.0,4.0,9.7,1,0,8.5,1.32,90.0,12.0,5.0,12.05,7.34,0.05,8.0
Ivan Toney,Brentford,Fulham,2022-08-20,False,90,1.0,0.73,0.0,0.05,8,2.0,1.0,9.9,2,0,8.33,1.12,90.0,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Everton,2022-08-27,True,90,0.0,0.5,0.0,0.05,2,2.0,1.0,2.8,0,0,6.75,0.97,90.0,12.0,5.0,12.05,7.34,0.05,1.0
Ivan Toney,Brentford,Crystal Palace,2022-08-30,False,90,0.0,0.35,0.0,0.32,1,2.0,1.0,4.7,0,0,5.6,0.84,90.0,12.0,5.0,12.05,7.34,0.05,17.0
Ivan Toney,Brentford,Leicester City,2022-09-03,True,90,3.0,1.25,0.0,0.0,17,6.0,0.0,15.9,3,0,7.4,0.97,90.0,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Arsenal,2022-09-18,True,90,0.0,0.14,0.0,0.06,2,2.0,1.0,3.5,0,0,6.0,0.59,90.0,12.0,5.0,12.05,7.34,0.05,1.0
Ivan Toney,Brentford,Bournemouth,2022-10-01,False,90,0.0,0.83,0.0,0.0,1,6.0,0.0,8.4,0,0,4.6,0.61,90.0,12.0,5.0,12.05,7.34,0.05,5.0
Ivan Toney,Brentford,Newcastle United,2022-10-08,False,90,1.0,0.81,0.0,0.05,5,2.0,1.0,9.7,0,0,5.2,0.67,90.0,12.0,5.0,12.05,7.34,0.05,12.0
Ivan Toney,Brentford,Brighton,2022-10-14,True,90,2.0,1.35,0.0,0.37,12,2.0,1.0,14.8,3,0,7.4,0.87,90.0,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Chelsea,2022-10-19,True,90,0.0,0.88,0.0,0.0,2,4.0,0.0,9.4,0,0,4.4,0.8,90.0,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Aston Villa,2022-10-23,False,90,0.0,0.01,0.0,0.3,2,1.0,1.0,2.6,0,0,4.4,0.77,90.0,12.0,5.0,12.05,7.34,0.05,1.0
Ivan Toney,Brentford,Wolverhampton,2022-10-29,True,90,0.0,0.65,0.0,0.0,1,3.0,0.0,5.1,0,0,4.4,0.74,90.0,12.0,5.0,12.05,7.34,0.05,0.0
Ivan Toney,Brentford,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,3.4,0.58,83.57,12.0,5.0,12.05,7.34,0.05,13.0
Ivan Toney,Brentford,Manchester City,2022-11-12,False,90,2.0,2.81,0.0,0.05,13,6.0,1.0,24.3,3,1,3.6,0.87,84.0,12.0,5.0,12.05,7.34,0.05,5.0
Ivan Toney,Brentford,Tottenham,2022-12-26,True,90,1.0,1.3,0.0,0.0,5,3.0,0.0,9.3,0,1,4.2,0.95,84.38,12.0,5.0,12.05,7.34,0.05,12.0
Ivan Toney,Brentford,West Ham,2022-12-30,False,90,1.0,0.87,1.0,0.32,12,3.0,1.0,14.3,3,1,6.2,1.33,84.71,12.0,5.0,12.05,7.34,0.05,0.0
Ivan Toney,Brentford,Liverpool,,True,0,,,,,0,,,0.0,0,0,6.0,1.2,80.0,12.0,5.0,12.05,7.34,0.05,9.0
Ivan Toney,Brentford,Bournemouth,2023-01-14,True,81,1.0,0.77,0.0,0.0,9,2.0,0.0,5.5,3,1,7.8,1.35,80.05,12.0,5.0,12.05,7.34,0.05,1.0
Ivan Toney,Brentford,Leicester City,2023-01-22,False,90,0.0,0.06,0.0,0.0,1,3.0,0.0,1.0,0,1,5.4,0.8,80.55,12.0,5.0,12.05,7.34,0.05,1.0
Ivan Toney,Brentford,Southampton,2023-02-04,True,90,0.0,0.27,0.0,0.3,1,3.0,1.0,5.5,0,1,4.6,0.6,81.0,12.0,5.0,12.05,7.34,0.05,9.0
Ivan Toney,Brentford,Arsenal,2023-02-11,False,90,1.0,1.33,0.0,0.58,9,4.0,1.0,11.2,3,1,4.0,0.49,81.41,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Crystal Palace,2023-02-18,True,90,0.0,0.09,0.0,0.0,2,3.0,0.0,3.7,0,1,4.4,0.5,81.78,12.0,5.0,12.05,7.34,0.05,8.0
Ivan Toney,Brentford,Fulham,2023-03-06,True,90,1.0,0.85,0.0,0.0,8,4.0,0.0,7.1,2,1,4.2,0.52,82.12,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Everton,2023-03-11,False,90,0.0,0.53,0.0,0.0,2,3.0,0.0,2.3,0,1,4.4,0.61,82.44,12.0,5.0,12.05,7.34,0.05,11.0
Ivan Toney,Brentford,Southampton,2023-03-15,False,90,1.0,0.91,1.0,0.29,11,1.0,1.0,11.9,3,1,6.4,0.94,82.73,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Leeds United,2023-03-18,True,90,0.0,0.13,0.0,0.0,2,2.0,0.0,2.5,0,1,5.0,0.7,83.0,12.0,5.0,12.05,7.34,0.05,9.0
Ivan Toney,Brentford,Brighton,2023-04-01,False,90,1.0,0.44,0.0,0.13,9,3.0,1.0,11.2,3,1,6.4,0.77,83.25,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Manchester United,2023-04-05,False,90,0.0,0.1,0.0,0.49,2,2.0,1.0,3.2,0,1,5.2,0.62,83.48,12.0,5.0,12.05,7.34,0.05,4.0
Ivan Toney,Brentford,Newcastle United,2023-04-08,True,90,1.0,1.82,0.0,0.0,4,6.0,0.0,14.5,0,1,5.6,0.88,83.7,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Wolverhampton,2023-04-15,False,90,0.0,0.61,0.0,0.0,2,5.0,0.0,4.4,0,1,3.8,0.62,83.9,12.0,5.0,12.05,7.34,0.05,9.0
Ivan Toney,Brentford,Aston Villa,2023-04-22,True,90,1.0,0.53,0.0,0.4,9,3.0,3.0,11.8,3,1,5.2,0.7,84.09,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Chelsea,2023-04-26,False,82,0.0,0.04,0.0,0.0,2,1.0,0.0,1.5,0,1,3.8,0.62,84.03,12.0,5.0,12.05,7.34,0.05,7.0
Ivan Toney,Brentford,Nottingham Forest,2023-04-29,True,90,1.0,0.05,0.0,0.11,7,1.0,1.0,6.1,1,1,4.8,0.61,84.21,12.0,5.0,12.05,7.34,0.05,2.0
Ivan Toney,Brentford,Liverpool,2023-05-06,False,90,0.0,0.06,0.0,0.03,2,1.0,1.0,2.1,0,1,4.4,0.26,84.37,12.0,5.0,12.05,7.34,0.05,0.0
Ivan Toney,Brentford,West Ham,,True,0,,,,,0,,,0.0,0,0,4.0,0.13,82.03,12.0,5.0,12.05,7.34,0.05,0.0
Ivan Toney,Brentford,Tottenham,,False,0,,,,,0,,,0.0,0,0,2.2,0.03,79.81,12.0,5.0,12.05,7.34,0.05,0.0
Ivan Toney,Brentford,Manchester City,,True,0,,,,,0,,,0.0,0,0,1.8,0.02,77.71,12.0,5.0,12.05,7.34,0.05,
