name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marcus Bettinelli,Chelsea,Crystal Palace,2022-10-01,False,0,0,0.0,0,0,0,0,0,0.41,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Wolverhampton,,-0.48
Marcus Bettinelli,Chelsea,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Aston Villa,,0.59
Marcus Bettinelli,Chelsea,Aston Villa,2022-10-16,False,0,0,0.0,0,0,0,0,0,0.02,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Brentford,,-0.55
Marcus Bettinelli,Chelsea,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Manchester United,,0.38
Marcus Bettinelli,Chelsea,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Brighton,,-0.39
Marcus Bettinelli,Chelsea,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Arsenal,,0.36
Marcus Bettinelli,Chelsea,Arsenal,2022-11-06,True,0,0,0.0,0,0,0,0,0,0.3,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Newcastle United,,-0.34
Marcus Bettinelli,Chelsea,Newcastle United,2022-11-12,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Bournemouth,,1.46
Marcus Bettinelli,Chelsea,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Nottingham Forest,,
Marcus Bettinelli,Chelsea,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Manchester City,,-1.17
Marcus Bettinelli,Chelsea,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Fulham,,1.37
Marcus Bettinelli,Chelsea,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Crystal Palace,,0.81
Marcus Bettinelli,Chelsea,Crystal Palace,2023-01-15,True,0,0,0.0,0,0,0,0,0,1.12,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Liverpool,,-1.33
Marcus Bettinelli,Chelsea,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Fulham,,-0.3
Marcus Bettinelli,Chelsea,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,West Ham,,0.14
Marcus Bettinelli,Chelsea,West Ham,2023-02-11,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Southampton,,-0.38
Marcus Bettinelli,Chelsea,Southampton,2023-02-18,True,0,0,0.0,0,0,0,0,0,0.03,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Tottenham,,-0.03
Marcus Bettinelli,Chelsea,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Leicester City,,0.83
Marcus Bettinelli,Chelsea,Leicester City,2023-03-04,True,0,0,0.0,0,0,0,0,0,0.17,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Leeds United,,-0.8
Marcus Bettinelli,Chelsea,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Everton,,0.34
Marcus Bettinelli,Chelsea,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Aston Villa,,0.55
Marcus Bettinelli,Chelsea,Aston Villa,2023-04-01,True,0,0,0.0,0,0,0,0,0,0.77,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,True,Liverpool,,-0.53
Marcus Bettinelli,Chelsea,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0,0,0,0.0,Chelsea,False,Wolverhampton,,-0.46
