name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kepa Arrizabalaga,Chelsea,Everton,2022-08-06,False,0,0,0.0,0,0,0,0,0,0.0,0,18525,0.0,0,0.0,0.0,0.0,0.5,11,0,0.0,Chelsea,True,Tottenham,,1.07
Kepa Arrizabalaga,Chelsea,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,21569,0.0,0,0.0,0.0,0.0,0.5,11,0,0.0,Chelsea,False,Leicester City,,-0.05
Kepa Arrizabalaga,Chelsea,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,21374,0.0,0,0.0,0.0,0.0,0.5,11,0,0.0,Chelsea,True,Leeds United,,-0.79
Kepa Arrizabalaga,Chelsea,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,21722,0.0,0,0.0,0.0,0.0,0.5,11,0,0.0,Chelsea,False,Southampton,,-1.07
Kepa Arrizabalaga,Chelsea,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,21743,0.0,0,0.0,0.0,0.0,0.5,11,0,0.0,Chelsea,True,West Ham,,0.63
Kepa Arrizabalaga,Chelsea,West Ham,2022-09-03,True,0,0,0.0,0,0,0,0,0,0.55,0,21603,0.0,0,0.0,0.0,0.0,0.5,11,0,2.0,Chelsea,False,Crystal Palace,,0.13
Kepa Arrizabalaga,Chelsea,Crystal Palace,2022-10-01,False,90,1,0.0,2,0,2,0,0,0.13,0,36406,0.4,0,12.86,0.0,2.0,0.5,11,0,6.0,Chelsea,True,Wolverhampton,,-0.48
Kepa Arrizabalaga,Chelsea,Wolverhampton,2022-10-08,True,90,0,0.0,2,0,6,0,1,0.15,0,59312,1.6,0,22.5,0.5,2.0,0.5,11,0,10.0,Chelsea,False,Aston Villa,,0.59
Kepa Arrizabalaga,Chelsea,Aston Villa,2022-10-16,False,90,0,0.0,7,0,10,2,1,0.12,0,129564,3.6,0,30.0,0.67,3.67,0.5,11,0,8.0,Chelsea,False,Brentford,,-0.55
Kepa Arrizabalaga,Chelsea,Brentford,,False,90,0,0.0,5,0,8,1,1,,0,292006,5.2,0,36.0,0.75,4.0,0.5,11,0,3.0,Chelsea,True,Manchester United,,0.38
