name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
José Malheiro de Sá,Wolves,Leicester City,2022-08-06,False,90,2,0.0,3,0,2,0,0,0.0,0,323035,2.0,0,90.0,0.0,3.0,0.31,121,0,15.0,Wolves,True,Fulham,,-0.3
José Malheiro de Sá,Wolves,Fulham,,True,90,0,0.0,3,1,15,3,1,,0,320020,8.5,0,90.0,0.5,3.0,0.31,121,0,3.0,Wolves,False,Tottenham,,-0.03
José Malheiro de Sá,Wolves,Tottenham,2022-08-20,False,90,1,0.0,3,0,3,0,0,0.0,0,398294,6.67,0,90.0,0.33,3.0,0.31,121,0,3.0,Wolves,True,Newcastle United,,0.73
José Malheiro de Sá,Wolves,Newcastle United,2022-08-28,True,90,1,0.0,5,0,3,0,0,0.0,0,447476,5.75,0,90.0,0.25,3.5,0.31,121,0,6.0,Wolves,False,Bournemouth,,0.19
José Malheiro de Sá,Wolves,Bournemouth,2022-08-31,False,90,0,0.0,2,0,6,0,1,0.0,0,495340,5.8,0,90.0,0.4,3.2,0.31,121,0,6.0,Wolves,True,Southampton,,-0.38
José Malheiro de Sá,Wolves,Southampton,2022-09-03,True,90,0,0.0,1,0,6,0,1,0.0,0,542035,6.6,0,90.0,0.5,2.83,0.31,121,0,2.0,Wolves,True,Manchester City,,-1.17
José Malheiro de Sá,Wolves,Manchester City,2022-09-17,True,90,3,0.0,4,0,2,0,0,0.0,0,565753,4.0,0,90.0,0.43,3.0,0.31,121,0,2.0,Wolves,False,West Ham,,0.14
José Malheiro de Sá,Wolves,West Ham,2022-10-01,False,90,2,0.0,3,0,2,0,0,0.49,0,624687,3.8,0,90.0,0.38,3.0,0.31,121,0,2.0,Wolves,False,Chelsea,,-0.72
José Malheiro de Sá,Wolves,Chelsea,2022-10-08,False,90,3,0.0,4,0,2,0,0,0.0,0,619353,3.6,0,90.0,0.33,3.11,0.31,121,0,14.0,Wolves,True,Nottingham Forest,,
José Malheiro de Sá,Wolves,Nottingham Forest,2022-10-15,True,90,0,0.0,2,1,14,3,1,0.0,0,721289,5.2,0,90.0,0.4,3.0,0.31,121,0,1.0,Wolves,False,Crystal Palace,,0.13
José Malheiro de Sá,Wolves,Crystal Palace,,False,90,2,0.0,2,0,1,0,0,,0,829129,4.2,0,90.0,0.36,2.91,0.31,121,0,0.0,Wolves,True,Leeds United,,-0.79
José Malheiro de Sá,Wolves,Leeds United,2022-10-23,True,90,4,0.0,0,0,0,0,0,0.0,0,793110,3.8,0,90.0,0.33,2.67,0.31,121,0,2.0,Wolves,False,Brentford,,-0.55
José Malheiro de Sá,Wolves,Brentford,2022-10-29,False,90,1,0.0,2,0,2,0,0,0.13,0,746137,3.8,0,90.0,0.31,2.62,0.31,121,0,2.0,Wolves,True,Brighton,,-0.71
José Malheiro de Sá,Wolves,Brighton,,True,90,3,0.0,5,0,2,0,0,,0,721883,3.8,0,90.0,0.29,2.79,0.31,121,0,1.0,Wolves,True,Arsenal,,0.36
José Malheiro de Sá,Wolves,Arsenal,2022-11-12,True,90,2,1.81,1,0,1,0,0,0.0,1,674247,1.2,0,90.0,0.27,2.67,0.31,121,0,3.0,Wolves,False,Everton,,-0.63
José Malheiro de Sá,Wolves,Everton,2022-12-26,False,90,1,1.73,4,0,3,0,0,0.02,1,587034,1.6,0,90.0,0.25,2.75,0.31,121,0,4.0,Wolves,True,Manchester United,,0.38
José Malheiro de Sá,Wolves,Manchester United,,True,90,1,1.99,6,0,4,0,0,,1,569678,2.4,0,90.0,0.24,2.94,0.31,121,0,2.0,Wolves,False,Aston Villa,,0.59
José Malheiro de Sá,Wolves,Aston Villa,2023-01-04,False,90,1,1.61,2,0,2,0,0,0.0,1,562788,2.4,0,90.0,0.22,2.89,0.31,121,0,10.0,Wolves,True,West Ham,,0.63
José Malheiro de Sá,Wolves,West Ham,,True,90,0,1.02,3,0,10,3,1,,1,543770,4.0,0,90.0,0.26,2.89,0.31,121,0,2.0,Wolves,False,Manchester City,,-1.26
José Malheiro de Sá,Wolves,Manchester City,,False,90,3,2.63,3,0,2,0,0,,1,545943,4.2,0,90.0,0.25,2.9,0.31,121,0,6.0,Wolves,True,Liverpool,,-0.53
José Malheiro de Sá,Wolves,Liverpool,,True,90,0,1.91,2,0,6,0,1,,1,530887,4.8,0,90.0,0.29,2.86,0.31,121,0,2.0,Wolves,False,Southampton,,-1.07
José Malheiro de Sá,Wolves,Southampton,2023-02-11,False,90,1,1.14,1,0,2,0,0,0.0,1,561288,4.4,0,90.0,0.27,2.77,0.31,121,0,2.0,Wolves,True,Bournemouth,,1.46
José Malheiro de Sá,Wolves,Bournemouth,,True,90,1,1.01,0,0,2,0,0,,1,585449,4.4,0,90.0,0.26,2.65,0.31,121,0,3.0,Wolves,False,Fulham,,1.37
José Malheiro de Sá,Wolves,Fulham,,False,90,1,0.47,4,0,3,0,0,,1,740837,3.0,0,90.0,0.25,2.71,0.31,121,0,2.0,Wolves,False,Liverpool,,-1.33
José Malheiro de Sá,Wolves,Liverpool,,False,90,2,2.51,4,0,2,0,0,,1,740837,3.0,0,90.0,0.24,2.76,0.31,121,0,11.0,Wolves,True,Tottenham,,1.07
José Malheiro de Sá,Wolves,Tottenham,,True,90,0,1.34,6,0,11,3,1,,1,613867,4.0,0,90.0,0.27,2.88,0.31,121,0,3.0,Wolves,False,Newcastle United,,-0.34
José Malheiro de Sá,Wolves,Newcastle United,,False,90,2,1.98,6,0,3,0,0,,1,609647,4.2,0,90.0,0.26,3.0,0.31,121,0,0.0,Wolves,True,Leicester City,,0.83
José Malheiro de Sá,Wolves,Leicester City,2023-03-18,True,90,4,1.47,0,0,0,0,0,0.0,1,650132,3.8,0,90.0,0.25,2.89,0.31,121,0,6.0,Wolves,False,Nottingham Forest,,
José Malheiro de Sá,Wolves,Nottingham Forest,,False,90,1,1.26,6,0,6,2,0,,1,606734,4.4,0,90.0,0.24,3.0,0.31,121,0,6.0,Wolves,True,Chelsea,,-0.25
José Malheiro de Sá,Wolves,Chelsea,2023-04-08,True,90,0,1.05,1,0,6,0,1,0.0,1,605285,5.2,0,90.0,0.27,2.93,0.31,121,0,7.0,Wolves,True,Brentford,,0.69
José Malheiro de Sá,Wolves,Brentford,2023-04-15,True,90,0,1.18,3,0,7,0,1,0.0,1,606316,4.4,0,90.0,0.29,2.94,0.31,121,0,1.0,Wolves,False,Leeds United,,-0.8
José Malheiro de Sá,Wolves,Leeds United,,False,90,2,2.42,5,0,1,0,0,,1,647403,4.0,0,90.0,0.28,3.0,0.31,121,0,8.0,Wolves,True,Crystal Palace,,0.81
José Malheiro de Sá,Wolves,Crystal Palace,,True,90,0,0.75,4,0,8,2,1,,1,641214,5.6,0,90.0,0.3,3.03,0.31,121,0,-1.0,Wolves,False,Brighton,,-0.39
José Malheiro de Sá,Wolves,Brighton,,False,90,6,3.28,2,0,-1,0,0,,1,626382,4.2,0,90.0,0.29,3.0,0.31,121,0,9.0,Wolves,True,Aston Villa,,0.55
José Malheiro de Sá,Wolves,Aston Villa,2023-05-06,True,90,0,1.57,3,0,9,2,1,0.0,1,616478,4.8,0,90.0,0.31,3.0,0.31,121,0,0.0,Wolves,False,Manchester United,,-0.1
