name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Robin Olsen,Aston Villa,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,159116,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,Everton,,0.34
Robin Olsen,Aston Villa,Everton,,True,0,0,0.0,0,0,0,0,0,,0,178775,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,False,Crystal Palace,,0.13
Robin Olsen,Aston Villa,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,182301,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,West Ham,,0.63
Robin Olsen,Aston Villa,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,181585,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,False,Arsenal,,-0.0
Robin Olsen,Aston Villa,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,179422,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,Manchester City,,-1.17
Robin Olsen,Aston Villa,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,177082,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,Southampton,,-0.38
Robin Olsen,Aston Villa,Southampton,,True,0,0,0.0,0,0,0,0,0,,0,168105,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,False,Leicester City,,-0.05
Robin Olsen,Aston Villa,Leicester City,,False,0,0,0.0,0,0,0,0,0,,0,167300,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,False,Nottingham Forest,,
Robin Olsen,Aston Villa,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,165915,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,Chelsea,,-0.25
Robin Olsen,Aston Villa,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,164455,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,False,Fulham,,1.37
Robin Olsen,Aston Villa,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,160434,0.0,0,0.0,0.0,0.0,0.0,2,0,0.0,Aston Villa,True,Brentford,,0.69
Robin Olsen,Aston Villa,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,159890,0.0,0,0.0,0.0,0.0,0.0,2,0,-1.0,Aston Villa,False,Newcastle United,,-0.34
Robin Olsen,Aston Villa,Newcastle United,2022-10-29,False,55,4,0.0,2,0,-1,0,0,0.0,0,157904,-0.2,0,4.23,0.0,2.0,0.0,2,0,0.0,Aston Villa,True,Manchester United,,0.38
Robin Olsen,Aston Villa,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,156770,-0.2,0,3.93,0.0,2.0,0.0,2,0,0.0,Aston Villa,False,Brighton,,-0.39
Robin Olsen,Aston Villa,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,158606,-0.2,0,3.67,0.0,2.0,0.0,2,0,3.0,Aston Villa,True,Liverpool,,-0.53
Robin Olsen,Aston Villa,Liverpool,2022-12-26,True,90,3,2.75,6,0,3,0,0,0.0,1,151948,0.4,0,9.06,0.0,4.0,0.0,2,0,7.0,Aston Villa,False,Tottenham,,-0.03
Robin Olsen,Aston Villa,Tottenham,2023-01-01,False,90,0,0.42,1,0,7,1,1,0.0,1,158532,1.8,0,13.82,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Wolverhampton,,-0.48
Robin Olsen,Aston Villa,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,165312,2.0,0,13.06,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Leicester City,,0.83
Robin Olsen,Aston Villa,Leicester City,,True,0,0,0.0,0,0,0,0,0,,0,182337,2.0,0,12.37,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,Southampton,,-1.07
Robin Olsen,Aston Villa,Southampton,,False,0,0,0.0,0,0,0,0,0,,0,181003,2.0,0,11.75,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Leeds United,,-0.79
Robin Olsen,Aston Villa,Leeds United,,True,0,0,0.0,0,0,0,0,0,,0,183894,1.4,0,11.19,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,Manchester City,,-1.26
Robin Olsen,Aston Villa,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,185125,0.0,0,10.68,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Arsenal,,0.36
Robin Olsen,Aston Villa,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,183224,0.0,0,10.22,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,Everton,,-0.63
Robin Olsen,Aston Villa,Everton,,False,0,0,0.0,0,0,0,0,0,,0,183349,0.0,0,9.79,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Crystal Palace,,0.81
Robin Olsen,Aston Villa,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,178186,0.0,0,9.4,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,West Ham,,0.14
Robin Olsen,Aston Villa,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,175293,0.0,0,9.04,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Bournemouth,,1.46
Robin Olsen,Aston Villa,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,173044,0.0,0,8.7,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,Chelsea,,-0.72
Robin Olsen,Aston Villa,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,168032,0.0,0,8.39,0.33,3.0,0.0,2,0,0.0,Aston Villa,False,Leeds United,,-0.8
Robin Olsen,Aston Villa,Leeds United,,False,0,0,0.0,0,0,0,0,0,,0,168032,0.0,0,8.1,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Nottingham Forest,,
Robin Olsen,Aston Villa,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,167071,0.0,0,7.83,0.33,3.0,0.0,2,0,0.0,Aston Villa,True,Newcastle United,,0.73
Robin Olsen,Aston Villa,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,166276,0.0,0,7.58,0.33,3.0,0.0,2,0,1.0,Aston Villa,False,Brentford,,-0.55
Robin Olsen,Aston Villa,Brentford,2023-04-22,False,45,1,2.5,2,0,1,0,0,0.0,0,164731,0.2,0,8.75,0.25,2.75,0.0,2,0,0.0,Aston Villa,True,Fulham,,-0.3
Robin Olsen,Aston Villa,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,165485,0.2,0,8.48,0.25,2.75,0.0,2,0,0.0,Aston Villa,False,Manchester United,,-0.1
Robin Olsen,Aston Villa,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,163536,0.2,0,8.24,0.25,2.75,0.0,2,0,0.0,Aston Villa,False,Wolverhampton,,-0.46
Robin Olsen,Aston Villa,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,162831,0.2,0,8.0,0.25,2.75,0.0,2,0,0.0,Aston Villa,True,Tottenham,,1.07
Robin Olsen,Aston Villa,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,161993,0.2,0,7.78,0.25,2.75,0.0,2,0,0.0,Aston Villa,False,Liverpool,,-1.33
Robin Olsen,Aston Villa,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,163146,0.0,0,7.57,0.25,2.75,0.0,2,0,0.0,Aston Villa,True,Brighton,,-0.71
Robin Olsen,Aston Villa,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,160569,0.0,0,7.37,0.25,2.75,0.0,2,0,,Aston Villa,False,Newcastle United,,-0.34
