name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marek Rodák,Fulham,Liverpool,2022-08-06,True,90,2,0.0,1,0,1,0,0,0.0,0,12206,1.0,0,90.0,0.0,1.0,6.0,Fulham,False,Wolverhampton,,-0.46
Marek Rodák,Fulham,Wolverhampton,2022-08-13,False,90,0,0.0,1,0,6,0,1,0.0,0,18003,3.5,0,90.0,0.5,1.0,0.0,Fulham,True,Brentford,,0.69
Marek Rodák,Fulham,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,24740,2.33,0,60.0,0.5,1.0,0.0,Fulham,False,Arsenal,,-0.0
Marek Rodák,Fulham,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,21225,1.75,0,45.0,0.5,1.0,0.0,Fulham,True,Brighton,,-0.71
Marek Rodák,Fulham,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,20972,1.4,0,36.0,0.5,1.0,0.0,Fulham,False,Tottenham,,-0.03
Marek Rodák,Fulham,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,20032,1.2,0,30.0,0.5,1.0,0.0,Fulham,False,Nottingham Forest,,
Marek Rodák,Fulham,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,21241,0.0,0,25.71,0.5,1.0,0.0,Fulham,True,Newcastle United,,0.73
Marek Rodák,Fulham,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,20596,0.0,0,22.5,0.5,1.0,0.0,Fulham,False,West Ham,,0.14
Marek Rodák,Fulham,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,20104,0.0,0,20.0,0.5,1.0,0.0,Fulham,True,Bournemouth,,1.46
Marek Rodák,Fulham,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,19943,0.0,0,18.0,0.5,1.0,0.0,Fulham,True,Aston Villa,,0.55
Marek Rodák,Fulham,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,19505,0.0,0,16.36,0.5,1.0,0.0,Fulham,False,Leicester City,,-0.05
