h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.65911,0.861445,1.65911,0.861445,24.181818181818183,6.407407407407407,10,5,2,0,2.0522,w,2020-09-12 19:00:00,1,0,0,3,0.7976650000000001,0.5,0.0,0.4869212367989725,0.15328660695469298,0.4379282014645472,0.19446410316898638,1.0,0.13333333333333333
h,0.520678,1.8766,0.520678,1.11546,11.952380952380953,10.842105263157896,3,3,0,3,0.3134,l,2020-09-20 13:00:00,0,0,1,0,-0.5947819999999999,0.0,0.6,0.13116512788141377,0.5215098402155174,0.14384507437552624,0.439266957201922,0.3,0.0
a,0.942726,3.18765,0.181557,3.18765,35.7,9.68421052631579,4,6,1,1,0.1632,d,2020-09-27 13:00:00,0,1,0,1,-3.006093,0.25,0.2,0.2630536853503165,0.9970619184366796,0.7149076620825148,0.37534920102804775,0.4,0.2
h,1.95629,0.438849,1.19512,0.438849,20.75,9.416666666666666,4,10,3,1,2.6139,w,2020-10-03 19:00:00,1,0,0,3,0.7562709999999999,0.75,0.2,0.579788971058129,0.0,0.3554027504911591,0.36058032554847835,0.4,0.4666666666666667
h,0.867496,2.21729,0.867496,1.45612,12.142857142857142,6.0588235294117645,3,12,1,4,0.4246999999999999,l,2020-10-17 19:00:00,0,0,1,0,-0.588624,0.25,0.8,0.23954456748129319,0.6450870016732556,0.14842548414257645,0.17522168102909952,0.3,0.6
a,0.253685,0.758626,0.253685,0.758626,31.307692307692307,10.192307692307692,4,5,1,1,0.7813000000000001,d,2020-10-25 16:30:00,0,1,0,1,-0.5049410000000001,0.25,0.2,0.047730727945163094,0.11599147013258729,0.6092851745504004,0.40339702760084917,0.4,0.13333333333333333
h,2.6311,1.21805,1.86993,1.21805,34.25,8.791666666666666,5,8,2,1,2.4522,w,2020-11-01 14:00:00,1,0,0,3,0.65188,0.5,0.2,0.7906647896038637,0.2826365545951777,0.6800392927308447,0.3260792639773531,0.5,0.3333333333333333
a,0.175633,0.985828,0.175633,0.985828,16.75,5.685714285714286,0,4,0,2,0.5419,l,2020-11-06 20:00:00,0,0,1,0,-0.810195,0.0,0.4,0.023339744721542113,0.19840356980537208,0.2592141453831041,0.1546254170457992,0.0,0.06666666666666667
h,0.368286,1.81923,0.368286,1.81923,29.533333333333335,7.294117647058823,3,8,0,2,0.3298,l,2020-11-21 12:30:00,0,0,1,0,-1.4509439999999998,0.0,0.4,0.08354314874681057,0.5007002427725913,0.5666168958742632,0.24341201448732358,0.3,0.3333333333333333
a,1.27929,0.534893,1.27929,0.534893,7.472222222222222,16.90909090909091,4,12,2,0,2.0040000000000004,w,2020-11-27 20:00:00,1,0,0,3,0.7443970000000001,0.5,0.0,0.36822878499766404,0.03483766736636534,0.03611001964636542,0.7741748697162709,0.4,0.6
h,0.904163,0.57319,0.904163,0.57319,25.4,11.5,5,4,2,1,1.6366,w,2020-12-12 15:00:00,1,0,0,3,0.3309730000000001,0.5,0.2,0.25100287965600376,0.04872898954296871,0.46722200392927304,0.4755838641188959,0.5,0.06666666666666667
