h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,1.61307,0.949316,1.61307,0.949316,31.333333333333332,8.233333333333333,3,10,2,0,1.9139,w,2020-09-14 17:00:00,1,0,0,3,0.663754,0.6666666666666666,0.0,0.714747016990003,0.2312391653023743,0.3581457544016046,0.14623024696848408,0.3333333333333333,0.47368421052631576
h,0.727677,2.07651,0.727677,1.31535,30.714285714285715,7.6,3,9,1,3,0.422,l,2020-09-21 19:15:00,0,0,1,0,-0.587673,0.3333333333333333,0.75,0.24512821002427146,0.6059369572263174,0.34986787226591104,0.12279640665302854,0.3333333333333333,0.42105263157894735
a,0.385152,3.05703,0.385152,3.05703,8.185185185185185,21.764705882352942,4,1,0,4,0.0847,l,2020-09-27 18:00:00,0,0,1,0,-2.671878,0.0,1.0,0.06345048967191134,0.9318779034496514,0.04860956343015626,0.646901863120059,0.4444444444444444,0.0
h,0.89359,0.969393,0.89359,0.969393,14.590909090909092,21.214285714285715,2,6,1,0,1.2287,w,2020-10-04 13:00:00,1,0,0,3,-0.0758029999999999,0.3333333333333333,0.0,0.33312965697506663,0.23791308972750164,0.13426666936807347,0.6265358762912797,0.2222222222222222,0.2631578947368421
a,0.618191,1.08332,0.618191,1.08332,12.0,5.5,2,14,1,0,0.9133,w,2020-10-19 19:00:00,1,0,0,3,-0.465129,0.3333333333333333,0.0,0.18705604918784055,0.2757842949863294,0.09962112770225096,0.04509472560704438,0.2222222222222222,0.6842105263157895
h,0.758626,0.253685,0.758626,0.253685,10.192307692307692,31.307692307692307,5,4,1,1,1.7854,d,2020-10-25 16:30:00,0,1,0,1,0.5049410000000001,0.3333333333333333,0.25,0.2615437819305125,0.0,0.07544873223500369,1.0,0.5555555555555556,0.15789473684210525
h,1.34895,0.802767,1.34895,0.802767,13.851851851851851,16.714285714285715,8,4,2,0,1.82,w,2020-10-30 20:00:00,1,0,0,3,0.5461830000000001,0.6666666666666666,0.0,0.5746558718196787,0.182523871654021,0.1243840229799668,0.46003227404988506,0.8888888888888888,0.15789473684210525
a,0.57936,2.0545,0.57936,0.532166,26.1,14.8,6,1,0,1,0.2718,l,2020-11-08 14:00:00,0,0,1,0,0.0471939999999999,0.0,0.25,0.16645980786530204,0.5986204718651054,0.2881658123467796,0.38920217023926,0.6666666666666666,0.0
h,1.57479,1.0785,1.57479,1.0785,12.407407407407407,12.368421052631579,5,10,1,1,1.7555999999999998,d,2020-11-23 20:00:00,0,1,0,1,0.4962899999999999,0.3333333333333333,0.25,0.6944430300252898,0.27418204785134337,0.10506896466334843,0.29923180271233096,0.5555555555555556,0.47368421052631576
a,2.0069,1.1185,2.0069,1.1185,17.642857142857142,8.035714285714286,6,12,2,1,2.069,w,2020-11-29 19:15:00,1,0,0,3,0.8883999999999999,0.6666666666666666,0.25,0.9236372778654718,0.2874787045732189,0.17507720716991942,0.13891818401290965,0.6666666666666666,0.5789473684210527
a,0.357753,1.59454,0.357753,1.59454,20.666666666666668,17.846153846153847,1,9,0,4,0.3728,l,2020-12-06 19:15:00,0,0,1,0,-1.236787,0.0,1.0,0.04891786326527149,0.44572221622025915,0.21551147760196124,0.501912300987281,0.1111111111111111,0.42105263157894735
h,1.1356,1.26872,1.1356,0.507552,8.3,5.785714285714286,6,5,0,1,1.1847,l,2020-12-12 12:30:00,0,0,1,0,0.6280479999999999,0.0,0.25,0.46149349932956535,0.3374142988922223,0.05014486293737465,0.0556663828922123,0.6666666666666666,0.21052631578947367
h,0.683783,1.56772,0.683783,1.56772,19.692307692307693,7.827586206896552,4,6,2,1,0.6368,w,2020-12-15 18:00:00,1,0,0,3,-0.883937,0.6666666666666666,0.25,0.22184651713427367,0.4368068078882416,0.2024823850096861,0.13121727849052436,0.4444444444444444,0.2631578947368421
a,1.45722,1.20465,0.696055,1.20465,4.55,14.055555555555555,4,6,1,2,1.5739,l,2020-12-21 17:30:00,0,0,1,0,-0.508595,0.3333333333333333,0.5,0.6320830575215982,0.3161163789879582,0.0,0.3616571298684614,0.4444444444444444,0.2631578947368421
h,0.742598,0.408109,0.742598,0.408109,6.634146341463414,16.72222222222222,5,5,1,1,1.6369,d,2020-12-27 19:15:00,0,1,0,1,0.334489,0.3333333333333333,0.25,0.25304241560160906,0.05133307294047253,0.027869128702430326,0.46032593119669524,0.5555555555555556,0.21052631578947367
a,0.411046,1.48207,0.411046,1.48207,26.363636363636363,10.956521739130435,3,10,0,1,0.3631,l,2020-12-29 20:00:00,0,0,1,0,-1.071024,0.0,0.25,0.07718485326815692,0.40833534168252567,0.29169114816540714,0.24699039789008817,0.3333333333333333,0.47368421052631576
a,1.81856,2.4228,1.05739,1.66163,24.642857142857142,7.2,1,12,3,3,0.8768999999999999,d,2021-01-02 17:30:00,0,1,0,1,-0.6042399999999999,1.0,0.75,0.8237403890218443,0.721049438631774,0.26868095131968545,0.10799608645379348,0.1111111111111111,0.5789473684210527
h,0.852495,0.323445,0.852495,0.323445,15.095238095238095,18.444444444444443,4,9,1,2,1.8117,l,2021-01-12 20:15:00,0,0,1,0,0.52905,0.3333333333333333,0.5,0.31133257379024737,0.023189369322950855,0.1410105383807189,0.5240495320545129,0.4444444444444444,0.42105263157894735
h,1.94358,2.46332,1.94358,0.940987,6.764705882352941,17.11111111111111,5,7,2,3,0.9685,l,2021-01-16 12:30:00,0,0,1,0,1.002593,0.6666666666666666,0.75,0.8900518950387835,0.7345189518910339,0.029614966111249495,0.474715131390396,0.5555555555555556,0.3157894736842105
a,0.63192,0.663324,0.63192,0.663324,79.33333333333333,4.28125,1,6,0,0,1.3217,d,2021-01-27 18:00:00,0,1,0,1,-0.0314039999999999,0.0,0.0,0.19433800940305856,0.13617072907230887,1.0,0.0,0.1111111111111111,0.2631578947368421
a,0.450907,1.36877,0.450907,1.36877,18.705882352941178,19.5,2,5,0,1,0.5049,l,2021-01-30 15:00:00,0,0,1,0,-0.917863,0.0,0.25,0.09832741398917122,0.37067256151781336,0.1892919414255562,0.5631059325802722,0.2222222222222222,0.21052631578947367
h,1.56162,0.716265,0.800456,0.716265,25.23076923076923,15.318181818181818,2,5,2,1,2.121,w,2021-02-02 18:00:00,1,0,0,3,0.0841909999999999,0.6666666666666666,0.25,0.6874575674253611,0.15376918666012915,0.2765424902710394,0.4083753123155418,0.2222222222222222,0.21052631578947367
h,1.35506,0.632232,1.35506,0.632232,14.826086956521738,7.470588235294118,7,10,0,0,1.9977,d,2021-02-07 14:00:00,0,1,0,1,0.7228279999999999,0.0,0.0,0.5778966597077244,0.12583523780239506,0.1374114591912869,0.11800806776504073,0.7777777777777778,0.47368421052631576
