h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
a,2.40074,0.311032,2.40074,0.311032,15.8,33.07142857142857,9,4,3,0,2.7761,w,2023-08-11 19:00:00,1,0,0,3,2.089708,0.5,0.0,0.40764125369049975,0.06572800546611597,0.647682119205298,0.22407583723144428,0.17647058823529413,0.4444444444444444
h,1.22528,0.257154,1.22528,0.257154,13.619047619047619,15.518518518518519,9,5,1,0,2.2204,w,2023-08-19 19:00:00,1,0,0,3,0.968126,0.16666666666666666,0.0,0.0970328289000652,0.04980546023493719,0.512877115526122,0.06131341425459073,0.17647058823529413,0.5555555555555556
a,3.84804,0.762232,3.08687,0.762232,6.571428571428571,36.90909090909091,22,3,2,1,2.8816999999999995,w,2023-08-27 13:00:00,1,0,0,3,2.324638,0.3333333333333333,0.25,0.7900818073454059,0.19907097306528207,0.07726269315673288,0.2596612312636653,0.5588235294117647,0.3333333333333333
h,2.00152,1.46427,1.24035,1.46427,7.964285714285714,24.5,8,4,5,1,1.8772,w,2023-09-02 14:00:00,1,0,0,3,-0.2239199999999999,0.8333333333333334,0.25,0.302149705407413,0.40654400118448275,0.16335540838852097,0.14459576934221965,0.14705882352941177,0.4444444444444444
a,4.15046,0.895632,4.15046,0.895632,11.4,42.25,16,1,3,1,2.8927,w,2023-09-16 14:00:00,1,0,0,3,3.254828,0.5,0.25,0.8699945222188369,0.23849462527656032,0.37571743929359824,0.3091857432628224,0.38235294117647056,0.1111111111111111
h,1.33984,0.729109,1.33984,0.729109,21.0,14.157894736842104,7,7,2,0,1.9151,w,2023-09-23 14:00:00,1,0,0,3,0.6107309999999999,0.3333333333333333,0.0,0.12730463835678188,0.18928214523773956,0.9690949227373067,0.04869679269166831,0.11764705882352941,0.7777777777777778
a,0.98075,0.673985,0.98075,0.673985,5.321428571428571,16.076923076923077,13,1,1,2,1.5513,l,2023-09-30 14:00:00,0,0,1,0,0.306765,0.16666666666666666,0.5,0.032417207684536875,0.17299137009160384,0.0,0.06649131801261618,0.29411764705882354,0.1111111111111111
a,0.858071,0.386558,0.858071,0.386558,15.368421052631579,12.571428571428571,7,9,0,1,1.8546,l,2023-10-08 15:30:00,0,0,1,0,0.471513,0.0,0.25,0.0,0.08804817605763775,0.6210061577785523,0.033986008196382,0.11764705882352941,1.0
h,0.962509,0.963733,0.962509,0.963733,14.583333333333334,14.652173913043478,7,4,2,1,1.3387,w,2023-10-21 14:00:00,1,0,0,3,-0.001224,0.3333333333333333,0.25,0.027597130202868136,0.2586204883893059,0.5724797645327446,0.053280082647751754,0.11764705882352941,0.4444444444444444
a,4.54595,0.714628,3.78478,0.714628,19.083333333333332,21.214285714285715,21,4,3,0,2.9637,w,2023-10-29 15:30:00,1,0,0,3,3.070152,0.5,0.0,0.9745004398343824,0.1850025807124658,0.8506254598969829,0.11412840998468354,0.5294117647058824,0.4444444444444444
h,2.39949,0.643127,2.39949,0.643127,21.5,29.076923076923077,18,6,6,1,2.5352,w,2023-11-04 15:00:00,1,0,0,3,1.756363,1.0,0.25,0.40731094850700733,0.16387191686869812,1.0,0.1870360876446069,0.4411764705882353,0.6666666666666666
a,3.19324,3.47238,2.43208,2.71121,12.208333333333334,17.875,17,4,4,4,1.1928,d,2023-11-12 16:30:00,0,1,0,1,-0.2791299999999999,0.6666666666666666,1.0,0.6170547400247173,1.0,0.42568064753495216,0.08316430020283976,0.4117647058823529,0.4444444444444444
h,1.79622,0.766278,1.79622,0.766278,11.714285714285714,23.0,11,6,1,1,2.166,d,2023-11-25 12:30:00,0,1,0,1,1.029942,0.16666666666666666,0.25,0.2479003820706118,0.20026668593519834,0.39514348785871956,0.13068675746160532,0.23529411764705882,0.6666666666666666
h,2.90729,0.433077,2.90729,0.433077,14.130434782608695,21.692307692307693,12,3,3,3,2.7992,d,2023-12-03 16:30:00,0,1,0,1,2.474213,0.5,0.75,0.5414941262489829,0.10179591876540725,0.5444860351281312,0.11856095223235184,0.2647058823529412,0.3333333333333333
a,1.00198,2.1922,1.00198,2.1922,9.035714285714286,13.73913043478261,8,9,0,1,0.4863,l,2023-12-06 20:15:00,0,0,1,0,-1.19022,0.0,0.25,0.03802711092097278,0.6216688824000435,0.2295805739514349,0.04481372758998652,0.14705882352941177,1.0
