h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,scored_normalized,missed_normalized,xG_normalized,xGA_normalized,ppda_normalized,ppda_allowed_normalized,deep_normalized,deep_allowed_normalized
h,1.09737,1.91456,1.09737,1.15339,3.3076923076923075,13.590909090909092,9,4,1,3,0.7463000000000001,l,2020-09-19 16:30:00,0,0,1,0,-0.0560199999999999,0.1111111111111111,0.5,0.18351963409608962,0.5503402740994261,0.0,0.27509082155206377,0.3333333333333333,0.23529411764705882
a,1.57583,2.97659,0.814659,2.21546,11.125,6.638888888888889,6,10,3,2,0.483,w,2020-09-26 11:30:00,1,0,0,3,-1.4008010000000002,0.3333333333333333,0.3333333333333333,0.28279289720820666,0.8946113056450425,0.30212837837837836,0.04079067030439203,0.19047619047619047,0.5882352941176471
h,0.873435,3.3017,0.112267,2.54054,19.875,6.676470588235294,3,8,1,6,0.1301999999999999,l,2020-10-04 15:30:00,0,0,1,0,-2.428273,0.1111111111111111,1.0,0.13705648529574702,1.0,0.640304054054054,0.04205726585289869,0.047619047619047616,0.47058823529411764
a,2.21729,0.867496,1.45612,0.867496,6.0588235294117645,12.142857142857142,12,3,4,1,2.3800999999999997,w,2020-10-17 19:00:00,1,0,0,3,0.588624,0.4444444444444444,0.16666666666666666,0.41588621191768826,0.2109206688394245,0.10632750397456278,0.22628791526239767,0.47619047619047616,0.17647058823529413
h,0.648427,0.219906,0.648427,0.219906,22.058823529411764,14.681818181818182,6,1,0,0,1.7338,d,2020-10-24 16:30:00,0,1,0,1,0.428521,0.0,0.0,0.09037070511280336,0.0009958293164111477,0.7247058823529411,0.3118571366043682,0.19047619047619047,0.058823529411764705
h,0.394113,0.998072,0.394113,0.236903,17.647058823529413,11.851851851851851,10,7,0,1,0.6194,l,2020-11-01 16:30:00,0,0,1,0,0.15721,0.0,0.16666666666666666,0.03760437013162432,0.2532486013979213,0.5541971383147855,0.21648032240232526,0.38095238095238093,0.4117647058823529
a,1.59642,0.376464,1.59642,0.376464,12.26923076923077,12.7,7,9,3,1,2.3794,w,2020-11-07 12:30:00,1,0,0,3,1.2199559999999998,0.3333333333333333,0.16666666666666666,0.28706501292838904,0.05174616984984114,0.34635135135135137,0.24506499759268172,0.23809523809523808,0.5294117647058824
h,2.42994,0.438646,1.66881,0.438646,7.620689655172414,10.8,20,2,1,0,2.7444,w,2020-11-21 20:00:00,1,0,0,3,1.2301639999999998,0.1111111111111111,0.0,0.4600078927286059,0.07190328526425459,0.16669151910531219,0.18103033220991818,0.8571428571428571,0.11764705882352941
a,2.47547,0.498783,2.47547,0.498783,11.964285714285714,10.62962962962963,9,0,3,2,2.6621,w,2020-11-29 14:00:00,1,0,0,3,1.976687,0.3333333333333333,0.3333333333333333,0.46945468382816435,0.0913974869572941,0.33456563706563697,0.17528843239002123,0.3333333333333333,0.0
a,1.78708,2.53006,1.78708,2.53006,13.25,17.47826086956522,6,5,3,1,0.8968,w,2020-12-05 17:30:00,1,0,0,3,-0.7429800000000002,0.3333333333333333,0.16666666666666666,0.32662409904834944,0.7498627168894857,0.38425675675675675,0.40610412174750377,0.19047619047619047,0.29411764705882354
h,0.591617,1.28434,0.591617,1.28434,16.045454545454547,18.526315789473685,5,11,0,0,0.7336,d,2020-12-12 17:30:00,0,1,0,1,-0.6927230000000001,0.0,0.0,0.07858348344871573,0.34604614916822973,0.4922972972972973,0.44142614601018676,0.14285714285714285,0.6470588235294118
a,1.78667,1.23525,1.78667,1.23525,10.428571428571429,10.758620689655173,6,10,3,2,1.8209,w,2020-12-17 20:00:00,1,0,0,3,0.55142,0.3333333333333333,0.3333333333333333,0.3265390302069082,0.3301329782233653,0.2752123552123552,0.17963574784586522,0.19047619047619047,0.5882352941176471
h,4.77743,1.63467,4.01626,1.63467,15.722222222222221,11.666666666666666,12,5,6,2,2.7870999999999997,w,2020-12-20 16:30:00,1,0,0,3,2.38159,0.6666666666666666,0.3333333333333333,0.9470768063746026,0.4596102391481511,0.47980480480480475,0.21023912694591557,0.47619047619047616,0.29411764705882354
a,2.08423,1.0396,2.08423,1.0396,9.258064516129032,10.333333333333334,6,1,2,2,2.1586,d,2020-12-26 12:30:00,0,1,0,1,1.0446299999999995,0.2222222222222222,0.3333333333333333,0.3882782605953242,0.26671045030805235,0.22997384481255448,0.1653025196597657,0.19047619047619047,0.058823529411764705
h,1.48207,0.411046,1.48207,0.411046,10.956521739130435,26.363636363636363,10,3,1,0,2.4391,w,2020-12-29 20:00:00,1,0,0,3,1.071024,0.1111111111111111,0.0,0.2633391055654526,0.06295638124962318,0.29561692126909517,0.7055630936227951,0.38095238095238093,0.17647058823529413
h,2.46473,1.56434,1.70357,1.56434,7.607142857142857,10.7,10,5,2,1,1.988,w,2021-01-01 20:00:00,1,0,0,3,0.1392299999999999,0.2222222222222222,0.16666666666666666,0.4672262951523625,0.4368118420702877,0.16616795366795364,0.17766008666345687,0.38095238095238093,0.29411764705882354
a,1.23996,0.648582,1.23996,0.648582,8.722222222222221,10.92,15,5,1,0,1.8329,w,2021-01-12 22:15:00,1,0,0,3,0.591378,0.1111111111111111,0.0,0.21310491726951428,0.1399568084967062,0.20926426426426423,0.18507462686567164,0.6190476190476191,0.29411764705882354
a,1.18929,1.20205,1.18929,1.20205,19.263157894736842,5.428571428571429,5,17,0,0,1.3472,d,2021-01-17 16:30:00,0,1,0,1,-0.0127600000000001,0.0,0.0,0.20259165337725377,0.31937076035069273,0.6166571834992888,0.0,0.14285714285714285,1.0
a,1.68401,0.753669,1.68401,0.753669,7.333333333333333,17.789473684210527,7,4,2,1,2.133,w,2021-01-20 20:15:00,1,0,0,3,0.930341,0.2222222222222222,0.16666666666666666,0.30523862224994225,0.17402214553241538,0.15558558558558558,0.41659275777310395,0.23809523809523808,0.23529411764705882
h,0.9931,0.689548,0.9931,0.689548,5.684210526315789,17.115384615384617,11,3,1,2,1.572,l,2021-01-27 20:15:00,0,0,1,0,0.3035519999999999,0.1111111111111111,0.3333333333333333,0.16188517532273253,0.15323647769465518,0.09184921763869132,0.39387430095181664,0.42857142857142855,0.17647058823529413
