Opponent,Home Difficulty,Away Difficulty
Arsenal,,-0.6826027921284955
Aston Villa,-3.955853130361014,3.3905469896630502
Bournemouth,1.22661908691277,4.721955046462249
Brentford,1.5589793821289961,
Brighton,-0.5173492179872617,0.3548931185727424
Burnley,2.52488503652741,
Chelsea,1.2181932101843684,
Crystal Palace,,-1.0502375893451985
Everton,1.336094341652295,-0.38683374614542454
Leeds United,,-2.0090106267321914
Leicester City,,-2.7181671720812504
Liverpool,-0.5502791382887623,0.5026471700868114
Luton,1.3403663550956013,
Manchester City,,1.4982771916917228
Manchester United,1.3605089976462064,
Newcastle United,3.930905778808903,3.170262289944777
Norwich,,
Nottingham Forest,-5.026727123671186,-0.5132147160957539
Sheffield,-2.4389289078163734,
Southampton,-0.6714203183058962,
Tottenham,,1.597562983092629
Watford,,
West Ham,-5.06857429371772,5.623929186065554
Wolverhampton,0.8026186921002769,-0.42376269612329787
