Opponent,Home Difficulty,Away Difficulty
Arsenal,-1.2973780554122163,0.9574093408252871
Aston Villa,-4.156278162909105,3.299204513544293
Bournemouth,2.6044017223271605,1.952968585101484
Brentford,-2.0666128644678805,
Brighton,,0.378831774061174
Burnley,-2.7671681579894947,
Chelsea,-0.40657417617042074,
Crystal Palace,-2.1541828845078346,-1.1306047586375487
Everton,-1.4682684106122423,3.2448684458225845
Fulham,-0.43128510825728905,-1.6161001221895024
Leeds United,,0.8491170340810039
Leicester City,-1.0690657559505945,
Liverpool,1.6057769130190234,0.8963375963479074
Luton,,3.072726518837288
Manchester City,4.576348557200078,1.0222319122258006
Manchester United,-0.3975111878342259,0.6584575672619191
Norwich,-3.2351620958818534,
Nottingham Forest,2.1298368633487654,
Sheffield,,-6.834135513120484
Southampton,0.17971121787230138,-2.045919314475114
Tottenham,-0.285928146337588,2.671604111760507
Watford,,-2.397539470118317
West Ham,0.48750370738886994,2.290572738965422
Wolverhampton,,0.7716239279090816
