name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Bernd Leno,Arsenal,Brentford,2021-08-13,False,90,2,1,0,1,0,0,0.0
Bernd Leno,Arsenal,Chelsea,2021-08-22,True,90,2,3,0,2,0,0,0.0
Bernd Leno,Arsenal,Manchester City,2021-08-28,False,90,5,5,0,1,0,0,0.0
Bernd Leno,Arsenal,Norwich,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Burnley,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Tottenham,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Brighton,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Crystal Palace,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Aston Villa,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Leeds United,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Watford,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Liverpool,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Newcastle United,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Manchester United,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Everton,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Southampton,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,West Ham,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Leicester City,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Norwich,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Manchester City,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Burnley,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Wolverhampton,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Brentford,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Wolverhampton,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Watford,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Leeds United,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Liverpool,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Aston Villa,2022-03-19,False,90,0,1,0,6,0,1,0.0
Bernd Leno,Arsenal,Crystal Palace,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Brighton,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Southampton,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Chelsea,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Manchester United,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,West Ham,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Leicester City,,True,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Tottenham,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Newcastle United,,False,0,0,0,0,0,0,0,
Bernd Leno,Arsenal,Everton,,True,0,0,0,0,0,0,0,
