name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Joe Hart,Spurs,Manchester City,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Wolverhampton,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Watford,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Crystal Palace,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Chelsea,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Arsenal,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Aston Villa,2021-10-03,True,0,0,0,0,0,0,0,0.0720853954553604
Joe Hart,Spurs,Newcastle United,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,West Ham,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Manchester United,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Everton,2021-11-07,False,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,Leicester City,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Brentford,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Norwich,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Liverpool,2021-12-19,True,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,Crystal Palace,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Southampton,2021-12-28,False,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,Watford,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Leeds United,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Chelsea,2022-01-23,False,0,0,0,0,0,0,0,0.0311072040349245
Joe Hart,Spurs,Southampton,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Wolverhampton,2022-02-13,True,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,Manchester City,2022-02-19,False,0,0,0,0,0,0,0,0.0310942027717828
Joe Hart,Spurs,Burnley,2022-02-23,False,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,Leicester City,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Everton,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Manchester United,2022-03-12,False,0,0,0,0,0,0,0,0.2269439548254013
Joe Hart,Spurs,Brighton,2022-03-16,False,0,0,0,0,0,0,0,0.0
Joe Hart,Spurs,West Ham,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Newcastle United,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Aston Villa,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Brighton,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Brentford,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Leeds United,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Liverpool,,False,0,0,0,0,0,0,0,
Joe Hart,Spurs,Arsenal,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Burnley,,True,0,0,0,0,0,0,0,
Joe Hart,Spurs,Norwich,2022-05-22,False,0,0,0,0,0,0,0,0.9664720892906188
