name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
David de Gea,Man Utd,Leicester City,2021-08-14,True,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Southampton,2021-08-22,False,90,1,3,0,3,0,0,0.0
David de Gea,Man Utd,Wolverhampton,2021-08-29,False,90,0,5,0,7,0,1,0.0
David de Gea,Man Utd,Newcastle United,2021-09-11,True,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,West Ham,2021-09-19,False,90,1,3,1,10,2,0,0.0
David de Gea,Man Utd,Aston Villa,2021-09-25,True,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Everton,2021-10-02,True,90,1,1,0,2,0,0,0.0
David de Gea,Man Utd,Leeds United,2021-10-16,False,90,4,7,0,2,0,0,0.0
David de Gea,Man Utd,Liverpool,2021-10-24,True,90,5,3,0,1,0,0,0.0
David de Gea,Man Utd,Tottenham,2021-10-30,False,90,0,0,0,6,0,1,0.0
David de Gea,Man Utd,Manchester City,2021-11-06,True,90,2,5,0,2,0,0,0.0
David de Gea,Man Utd,Watford,2021-11-20,False,90,4,3,1,6,0,0,0.0
David de Gea,Man Utd,Chelsea,2021-11-28,False,90,1,5,0,3,0,0,0.0
David de Gea,Man Utd,Arsenal,2021-12-02,True,90,2,5,0,2,0,0,0.0
David de Gea,Man Utd,Crystal Palace,2021-12-05,True,90,0,2,0,6,0,1,0.0
David de Gea,Man Utd,Norwich,2021-12-11,False,90,0,5,0,10,3,1,0.0
David de Gea,Man Utd,Newcastle United,2021-12-27,False,90,1,7,0,5,1,0,0.0
David de Gea,Man Utd,Burnley,2021-12-30,True,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Wolverhampton,2022-01-03,True,90,1,5,0,3,0,0,0.0
David de Gea,Man Utd,Aston Villa,2022-01-15,False,90,2,7,0,4,1,0,0.0
David de Gea,Man Utd,Brentford,2022-01-19,False,90,1,7,0,4,0,0,0.0
David de Gea,Man Utd,West Ham,2022-01-22,True,90,0,2,0,6,0,1,0.0
David de Gea,Man Utd,Burnley,2022-02-08,False,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Southampton,2022-02-12,True,90,1,3,0,3,0,0,0.0
David de Gea,Man Utd,Brighton,2022-02-15,True,90,0,3,0,7,0,1,0.0
David de Gea,Man Utd,Leicester City,2022-02-20,False,90,2,4,0,2,0,0,0.0
David de Gea,Man Utd,Watford,2022-02-26,True,90,0,2,0,6,0,1,0.0
David de Gea,Man Utd,Manchester City,2022-03-06,False,90,4,6,0,2,0,0,0.0
David de Gea,Man Utd,Tottenham,2022-03-12,True,90,2,1,0,1,0,0,0.0
David de Gea,Man Utd,Leeds United,2022-04-02,True,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Everton,2022-04-09,False,90,1,2,0,2,0,0,0.0
David de Gea,Man Utd,Norwich,2022-04-16,True,90,2,2,0,1,0,0,0.0
David de Gea,Man Utd,Liverpool,2022-04-19,False,90,4,1,0,0,0,0,0.0
David de Gea,Man Utd,Arsenal,2022-04-23,False,90,3,4,0,2,0,0,0.0
David de Gea,Man Utd,Chelsea,2022-04-28,True,90,1,5,0,3,0,0,0.0
David de Gea,Man Utd,Brentford,2022-05-02,True,90,0,4,0,7,0,1,0.0
David de Gea,Man Utd,Brighton,2022-05-07,False,90,4,1,0,0,0,0,0.0
David de Gea,Man Utd,Crystal Palace,2022-05-22,False,90,1,2,0,2,0,0,0.0
